scenario_id,timestamp,time_minutes,phase_id,node_id,incoming_passengers,queue_passengers,holding_passengers,served_passengers,departing_passengers,utilization,estimated_wait_minutes,data_type,assumption_note
baseline,2026-07-19T12:00:00Z,-180,pre_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:35:00Z,155,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:35:00Z,155,post_match,meadowlands,400,0,0,400,400,0.2222222222222222,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:35:00Z,155,post_match,stadium,0,0,2667,571,571,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:40:00Z,160,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:40:00Z,160,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:40:00Z,160,post_match,secaucus,600,0,0,600,600,0.3333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:40:00Z,160,post_match,meadowlands,371,0,0,371,371,0.2061111111111111,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:40:00Z,160,post_match,stadium,0,0,2143,524,524,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:45:00Z,165,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:45:00Z,165,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:45:00Z,165,post_match,secaucus,580,0,0,580,580,0.32222222222222224,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:45:00Z,165,post_match,meadowlands,344,0,0,344,344,0.19111111111111112,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:45:00Z,165,post_match,stadium,0,0,1667,476,476,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:50:00Z,170,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:50:00Z,170,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:50:00Z,170,post_match,secaucus,368,0,0,368,368,0.20444444444444446,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:50:00Z,170,post_match,meadowlands,315,0,0,315,315,0.175,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:50:00Z,170,post_match,stadium,0,0,1238,429,429,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:55:00Z,175,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:55:00Z,175,post_match,penn_station,529,0,0,529,529,0.8816666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:55:00Z,175,post_match,secaucus,341,0,0,341,341,0.18944444444444444,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:55:00Z,175,post_match,meadowlands,286,0,0,286,286,0.15888888888888889,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T17:55:00Z,175,post_match,stadium,0,0,857,381,381,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:00:00Z,180,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:00:00Z,180,post_match,penn_station,496,0,0,496,496,0.8266666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:00:00Z,180,post_match,secaucus,316,0,0,316,316,0.17555555555555555,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:00:00Z,180,post_match,meadowlands,257,0,0,257,257,0.14277777777777778,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:00:00Z,180,post_match,stadium,0,0,524,333,333,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:05:00Z,185,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:05:00Z,185,post_match,penn_station,320,0,0,320,320,0.5333333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:05:00Z,185,post_match,secaucus,290,0,0,290,290,0.16111111111111112,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:05:00Z,185,post_match,meadowlands,229,0,0,229,229,0.1272222222222222,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:05:00Z,185,post_match,stadium,0,0,238,286,286,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:10:00Z,190,post_match,midtown,430,0,0,430,430,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:10:00Z,190,post_match,penn_station,297,0,0,297,297,0.495,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:10:00Z,190,post_match,secaucus,263,0,0,263,263,0.1461111111111111,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:10:00Z,190,post_match,meadowlands,199,0,0,199,199,0.11055555555555556,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:10:00Z,190,post_match,stadium,0,0,0,238,238,,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:15:00Z,195,post_match,midtown,403,0,0,403,403,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:15:00Z,195,post_match,penn_station,275,0,0,275,275,0.4583333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:15:00Z,195,post_match,secaucus,237,0,0,237,237,0.13166666666666665,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:15:00Z,195,post_match,meadowlands,172,0,0,172,172,0.09555555555555556,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:15:00Z,195,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:20:00Z,200,post_match,midtown,260,0,0,260,260,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:20:00Z,200,post_match,penn_station,252,0,0,252,252,0.42,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:20:00Z,200,post_match,secaucus,211,0,0,211,211,0.11722222222222223,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:20:00Z,200,post_match,meadowlands,142,0,0,142,142,0.07888888888888888,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:20:00Z,200,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:25:00Z,205,post_match,midtown,241,0,0,241,241,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:25:00Z,205,post_match,penn_station,229,0,0,229,229,0.38166666666666665,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:25:00Z,205,post_match,secaucus,183,0,0,183,183,0.10166666666666667,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:25:00Z,205,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:25:00Z,205,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:30:00Z,210,post_match,midtown,223,0,0,223,223,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:30:00Z,210,post_match,penn_station,206,0,0,206,206,0.3433333333333333,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:30:00Z,210,post_match,secaucus,158,0,0,158,158,0.08777777777777777,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:30:00Z,210,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:30:00Z,210,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:35:00Z,215,post_match,midtown,205,0,0,205,205,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:35:00Z,215,post_match,penn_station,183,0,0,183,183,0.305,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:35:00Z,215,post_match,secaucus,131,0,0,131,131,0.07277777777777777,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:35:00Z,215,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:35:00Z,215,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:40:00Z,220,post_match,midtown,186,0,0,186,186,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:40:00Z,220,post_match,penn_station,159,0,0,159,159,0.265,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:40:00Z,220,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:40:00Z,220,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:40:00Z,220,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:45:00Z,225,post_match,midtown,167,0,0,167,167,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:45:00Z,225,post_match,penn_station,138,0,0,138,138,0.23,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:45:00Z,225,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:45:00Z,225,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:45:00Z,225,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:50:00Z,230,post_match,midtown,149,0,0,149,149,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:50:00Z,230,post_match,penn_station,114,0,0,114,114,0.19,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:50:00Z,230,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:50:00Z,230,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:50:00Z,230,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:55:00Z,235,post_match,midtown,129,0,0,129,129,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:55:00Z,235,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:55:00Z,235,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:55:00Z,235,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T18:55:00Z,235,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:00:00Z,240,post_match,midtown,112,0,0,112,112,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:00:00Z,240,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:00:00Z,240,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:00:00Z,240,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:00:00Z,240,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:05:00Z,245,post_match,midtown,93,0,0,93,93,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:05:00Z,245,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:05:00Z,245,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:05:00Z,245,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:05:00Z,245,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:10:00Z,250,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:10:00Z,250,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:10:00Z,250,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:10:00Z,250,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:10:00Z,250,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:15:00Z,255,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:15:00Z,255,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:15:00Z,255,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:15:00Z,255,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:15:00Z,255,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:20:00Z,260,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:20:00Z,260,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:20:00Z,260,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:20:00Z,260,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:20:00Z,260,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:25:00Z,265,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:25:00Z,265,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:25:00Z,265,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:25:00Z,265,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:25:00Z,265,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:30:00Z,270,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:30:00Z,270,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:30:00Z,270,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:30:00Z,270,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:30:00Z,270,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:35:00Z,275,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:35:00Z,275,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:35:00Z,275,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:35:00Z,275,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:35:00Z,275,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:40:00Z,280,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:40:00Z,280,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:40:00Z,280,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:40:00Z,280,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:40:00Z,280,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:45:00Z,285,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:45:00Z,285,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:45:00Z,285,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:45:00Z,285,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:45:00Z,285,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:50:00Z,290,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:50:00Z,290,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:50:00Z,290,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:50:00Z,290,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:50:00Z,290,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:55:00Z,295,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:55:00Z,295,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:55:00Z,295,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:55:00Z,295,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T19:55:00Z,295,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:00:00Z,300,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:00:00Z,300,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:00:00Z,300,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:00:00Z,300,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:00:00Z,300,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:05:00Z,305,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:05:00Z,305,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:05:00Z,305,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:05:00Z,305,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:05:00Z,305,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:10:00Z,310,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:10:00Z,310,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:10:00Z,310,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:10:00Z,310,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:10:00Z,310,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:15:00Z,315,post_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:15:00Z,315,post_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:15:00Z,315,post_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:15:00Z,315,post_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
baseline,2026-07-19T20:15:00Z,315,post_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:00:00Z,-180,pre_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:00:00Z,-180,pre_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:00:00Z,-180,pre_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:00:00Z,-180,pre_match,meadowlands,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:00:00Z,-180,pre_match,stadium,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:05:00Z,-175,pre_match,midtown,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:05:00Z,-175,pre_match,penn_station,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
rail_disruption,2026-07-19T12:05:00Z,-175,pre_match,secaucus,0,0,0,0,0,0.0,0.0,derived,Derived from synthetic FinalFlow scenario inputs; not observed event operations.
