location_id,date,temperature_avg_c,precipitation_mm,relative_humidity_pct,wind_speed_knots,visibility_km,is_hot,is_rainy,is_windy,is_low_visibility,weather_risk_score,weather_risk_level,recommended_action
KJES,2024-12-11,16.1,14.091,80.9472,5.59,15.147,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJGG,2024-12-11,13.31,13.123,92.4013,8.19,13.7568,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJGG,2024-12-27,5.85,0.0,76.8366,2.69,16.583,False,False,False,False,0.0,Low,Normal operations
KJVW,2024-12-04,5.7,17.36,82.908,1.8,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLAL,2024-12-01,12.3,1.368,69.77,7.689,16.744,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDAA,2023-02-18,2.46,10.329,41.7332,8.68,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDWU,2023-02-20,8.77,0.225,63.4186,3.79,16.905,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDWU,2023-02-26,5.39,0.0,89.7778,2.061,12.804,False,False,False,False,0.0,Low,Normal operations
KCZZ,2023-05-18,17.4,0.0,87.4368,5.709,7.9637,False,False,False,False,0.0,Low,Normal operations
KDCA,2023-05-17,18.77,0.0,53.3511,9.009,16.1,False,False,False,False,0.0,Low,Normal operations
KDRM,2023-05-11,17.66,0.33,67.0427,3.09,15.939,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDTS,2023-05-17,26.48,0.51,76.587,3.619,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDUG,2023-05-05,17.5,0.0,16.5135,11.968,15.456,False,False,False,False,0.0,Low,Normal operations
KDUH,2023-05-01,6.5,3.905,82.1631,11.403,14.9952,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KDUH,2023-05-28,17.27,0.0,45.8964,4.39,15.939,False,False,False,False,0.0,Low,Normal operations
KDVP,2023-05-10,17.96,0.0,65.2484,9.342,14.5704,False,False,False,False,0.0,Low,Normal operations
KDVP,2023-05-20,12.4,0.0,57.43,4.939,15.939,False,False,False,False,0.0,Low,Normal operations
KDWU,2023-05-11,17.2,0.0,70.1504,0.3,14.535,False,False,False,False,0.0,Low,Normal operations
KLPR,2024-12-25,2.59,0.0,80.6081,2.09,9.975,False,False,False,False,0.0,Low,Normal operations
KLRF,2024-12-27,13.54,29.04,86.3979,6.79,14.127,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLSF,2024-12-25,7.26,0.0,68.3354,2.64,12.4936,False,False,False,False,0.0,Low,Normal operations
KMFD,2024-12-18,0.48,0.918,90.219,4.829,10.2508,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KMFD,2024-12-25,2.32,0.0,92.2468,3.399,4.2195,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KMFD,2024-12-28,10.73,0.25,79.184,10.503,15.7762,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFDW,2023-02-06,10.2,0.0,65.405,4.609,15.295,False,False,False,False,0.0,Low,Normal operations
KFKA,2023-02-24,-15.96,1.143,82.2867,6.372,14.5248,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFKL,2023-02-27,1.51,0.0,79.9692,9.009,14.3735,False,False,False,False,0.0,Low,Normal operations
KFLD,2023-02-11,-2.14,0.0,55.4574,9.68,16.905,False,False,False,False,0.0,Low,Normal operations
KDYA,2023-05-15,27.99,0.0,66.31,0.9,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KDYR,2023-05-12,22.66,8.451,100.0,4.829,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KECS,2023-05-08,12.2,0.0,32.977,4.644,15.295,False,False,False,False,0.0,Low,Normal operations
KEFT,2023-05-23,19.6,0.0,40.698,2.421,16.261,False,False,False,False,0.0,Low,Normal operations
KEHA,2023-05-12,19.04,0.0,46.0719,14.76,15.617,False,False,False,False,0.0,Low,Normal operations
KEYF,2023-05-09,25.4,0.0,64.8074,6.809,14.49,True,False,False,False,0.35,Medium,Add water points & shade
KFBL,2023-05-16,18.1,0.0,62.09,5.489,16.261,False,False,False,False,0.0,Low,Normal operations
KFKL,2023-05-20,15.4,5.027,88.6788,6.68,12.8256,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFLD,2023-05-26,12.15,0.0,40.5919,2.601,16.583,False,False,False,False,0.0,Low,Normal operations
KFOD,2023-05-15,14.8,0.0,64.7378,8.98,16.1,False,False,False,False,0.0,Low,Normal operations
KFZG,2023-05-28,20.25,0.0,70.0194,6.68,15.295,False,False,False,False,0.0,Low,Normal operations
KGCD,2023-05-02,12.81,0.275,67.7655,5.599,16.744,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KGCD,2023-05-17,16.95,2.79,55.73,4.169,16.737,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KGCN,2023-05-06,6.03,0.0,40.1597,6.471,14.2002,False,False,False,False,0.0,Low,Normal operations
KHEQ,2023-05-23,18.5,0.0,65.739,6.651,15.7185,False,False,False,False,0.0,Low,Normal operations
KHEQ,2023-05-25,18.6,0.0,64.1322,10.648,15.1062,False,False,False,False,0.0,Low,Normal operations
KHFD,2023-05-07,15.21,0.0,43.1788,4.279,15.617,False,False,False,False,0.0,Low,Normal operations
KHOP,2023-05-14,23.94,1.78,86.2427,2.421,15.78,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KHST,2023-05-30,25.95,0.0,77.3976,4.59,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KHSV,2023-05-06,20.91,0.0,71.4812,8.888,15.456,False,False,False,False,0.0,Low,Normal operations
KHVE,2023-05-26,20.0,0.0,19.305,5.751,15.456,False,False,False,False,0.0,Low,Normal operations
KIWI,2023-05-20,11.37,0.0,76.195,6.149,15.0465,False,False,False,False,0.0,Low,Normal operations
KJFZ,2023-05-14,20.17,0.0,83.27,2.241,16.744,False,False,False,False,0.0,Low,Normal operations
KJXN,2023-05-26,10.36,0.0,47.6238,4.49,15.617,False,False,False,False,0.0,Low,Normal operations
KLGD,2023-05-08,9.94,1.02,81.782,6.28,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLOM,2023-05-16,17.54,0.0,50.2228,6.248,16.744,False,False,False,False,0.0,Low,Normal operations
KLRF,2023-05-11,22.6,4.191,97.6266,7.28,14.5704,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLSE,2023-05-28,19.37,0.0,40.0319,4.719,15.778,False,False,False,False,0.0,Low,Normal operations
KMCN,2023-05-31,21.89,0.25,71.3969,6.372,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFSO,2023-02-07,-5.46,1.22,59.6036,3.141,15.9378,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KFYG,2023-02-05,2.7,0.0,88.6248,10.956,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KGDV,2023-02-20,-0.76,0.0,79.0614,13.743,14.064,False,False,False,False,0.0,Low,Normal operations
KMKG,2024-12-31,1.03,0.0,81.3988,6.08,11.388,False,False,False,False,0.0,Low,Normal operations
KMKS,2024-12-31,13.7,0.0,85.2796,3.289,9.8532,False,False,False,False,0.0,Low,Normal operations
KMLF,2024-12-18,2.19,0.0,63.428,4.89,16.905,False,False,False,False,0.0,Low,Normal operations
KMRB,2024-12-01,-2.58,0.275,74.19,1.62,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KMRB,2024-12-02,-1.92,0.0,48.1702,6.192,16.422,False,False,False,False,0.0,Low,Normal operations
KMVY,2024-12-23,-5.71,0.0,72.34,5.379,14.991,False,False,False,False,0.0,Low,Normal operations
KNOW,2024-12-24,8.93,3.3,75.46,5.269,15.7692,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KODX,2024-12-13,-7.4,0.0,70.0332,7.79,16.0956,False,False,False,False,0.0,Low,Normal operations
KOGS,2024-12-17,5.4,3.564,86.598,8.712,14.1867,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOSH,2024-12-28,6.89,7.542000000000001,87.0418,7.191,11.28,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOZA,2024-12-12,7.6,0.0,39.5112,7.902,15.6222,False,False,False,False,0.0,Low,Normal operations
KP53,2024-12-07,-4.09,1.143,81.9876,6.912,0.0,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KP53,2024-12-26,-3.53,0.0,82.8688,7.08,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KMGM,2023-05-08,23.06,0.51,78.074,5.48,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KNJK,2023-05-21,28.59,0.0,28.6234,4.89,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KNOW,2023-05-14,19.54,0.0,45.14,5.29,15.778,False,False,False,False,0.0,Low,Normal operations
KNTD,2023-05-02,12.69,0.0,71.0234,9.548,10.7767,False,False,False,False,0.0,Low,Normal operations
KNTD,2023-05-07,14.23,0.0,76.9692,7.029,11.7059,False,False,False,False,0.0,Low,Normal operations
KNTD,2023-05-22,16.39,0.0,92.0142,4.719,7.6457,False,False,False,False,0.0,Low,Normal operations
KOCQ,2023-05-06,10.02,2.421,95.3368,5.049,15.9324,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOCQ,2023-05-09,11.96,0.286,72.9234,1.8,12.0536,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOCQ,2023-05-31,21.31,0.0,58.62,2.34,15.295,True,False,False,False,0.35,Medium,Add water points & shade
KOSH,2023-05-24,17.14,0.0,54.6511,10.48,15.456,False,False,False,False,0.0,Low,Normal operations
KP28,2023-05-06,23.49,0.0,55.1763,10.978,15.3825,True,False,False,False,0.35,Medium,Add water points & shade
KPIH,2023-05-28,16.89,0.0,58.2063,7.909,16.905,False,False,False,False,0.0,Low,Normal operations
KPAO,2024-12-26,14.3,1.7,76.146,5.39,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPDX,2024-12-08,8.91,1.78,83.2491,4.851,15.3024,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPPA,2024-12-25,8.61,0.0,81.5694,6.372,15.6212,False,False,False,False,0.0,Low,Normal operations
KPRS,2024-12-18,15.0,0.0,33.6501,7.128,15.456,False,False,False,False,0.0,Low,Normal operations
KHEQ,2023-02-27,5.0,0.0,62.5142,12.303,16.422,False,False,False,False,0.0,Low,Normal operations
KRDG,2024-12-24,-1.21,0.561,63.77,2.2,12.896,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRDG,2024-12-27,0.63,0.225,70.36,0.8,9.3636,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRKP,2024-12-02,17.76,0.0,68.4529,13.684,15.6354,False,False,False,False,0.0,Low,Normal operations
KRME,2024-12-11,5.22,7.11,92.5708,7.909,12.9592,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRNH,2024-12-04,-5.69,0.561,72.1039,10.323,14.6706,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRTS,2024-12-31,-0.9,0.0,71.1088,3.09,16.261,False,False,False,False,0.0,Low,Normal operations
KRZL,2024-12-28,10.3,0.0,86.3478,12.727,14.2002,False,False,False,False,0.0,Low,Normal operations
KRZR,2024-12-01,4.8,0.0,64.38,4.026,15.778,False,False,False,False,0.0,Low,Normal operations
KRZR,2024-12-27,11.7,32.004,85.2743,4.092,14.7084,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRZZ,2024-12-22,1.03,0.0,62.0746,2.64,15.617,False,False,False,False,0.0,Low,Normal operations
KHUF,2023-02-04,-1.61,0.0,59.4385,7.452,15.617,False,False,False,False,0.0,Low,Normal operations
KHZE,2023-02-03,-11.5,0.0,77.1018,15.037,12.3384,False,False,False,False,0.0,Low,Normal operations
KSLG,2024-12-12,7.44,0.0,44.1144,10.648,16.422,False,False,False,False,0.0,Low,Normal operations
KSSI,2024-12-05,15.0,0.56,72.569,8.082,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSYR,2024-12-23,-9.89,0.275,67.2016,6.149,14.9952,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSZL,2024-12-28,9.46,1.02,93.585,3.411,8.4447,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KQGX,2023-05-22,33.74,0.0,42.21,7.381,8.9298,True,False,False,False,0.35,Medium,Add water points & shade
KRAP,2023-05-16,14.44,0.0,63.65,3.141,16.905,False,False,False,False,0.0,Low,Normal operations
KRDM,2023-05-25,15.22,0.0,39.4596,5.112,16.905,False,False,False,False,0.0,Low,Normal operations
KRHI,2023-05-14,11.49,0.0,36.49,6.59,15.456,False,False,False,False,0.0,Low,Normal operations
KRME,2023-05-04,7.76,3.429,84.8133,3.321,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSBD,2023-05-23,19.09,0.0,77.4448,5.049,13.7298,False,False,False,False,0.0,Low,Normal operations
KSDF,2023-05-21,18.03,0.0,53.2627,6.908,16.905,False,False,False,False,0.0,Low,Normal operations
KSDF,2023-05-22,19.6,0.0,46.7068,5.599,16.905,False,False,False,False,0.0,Low,Normal operations
KSDF,2023-05-31,24.85,0.51,59.57,3.411,16.261,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KSEP,2023-05-27,22.2,0.0,59.4891,4.401,15.0895,False,False,False,False,0.0,Low,Normal operations
KTKV,2024-12-04,-5.91,0.25,76.8071,11.715,9.66,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KTLH,2024-12-01,7.7,0.0,65.7409,0.81,15.295,False,False,False,False,0.0,Low,Normal operations
KTPF,2024-12-04,11.9,0.0,59.9839,5.445,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KTPL,2024-12-12,8.59,0.0,43.71,9.548,15.617,False,False,False,False,0.0,Low,Normal operations
KUXL,2024-12-31,16.9,0.0,80.3088,4.98,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KVCV,2024-12-14,9.48,0.423,40.061,9.438,56.644,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KVPC,2024-12-13,6.49,0.0,60.9245,2.42,16.905,False,False,False,False,0.0,Low,Normal operations
KW99,2024-12-08,0.35,0.0,57.3478,9.438,16.261,False,False,False,False,0.0,Low,Normal operations
KHVE,2023-02-23,1.3,0.0,53.5497,11.638,16.569,False,False,False,False,0.0,Low,Normal operations
KIPT,2023-02-22,-0.66,9.819,78.6753,3.69,13.6272,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJYM,2023-02-05,2.24,0.0,65.9,10.648,15.939,False,False,False,False,0.0,Low,Normal operations
KJYM,2023-02-12,1.05,0.0,41.8374,5.489,15.456,False,False,False,False,0.0,Low,Normal operations
KJYO,2023-02-14,8.4,1.368,48.7278,3.861,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLAF,2023-02-17,-2.98,0.225,72.6768,9.162,14.7368,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLAL,2023-02-11,22.5,0.0,73.0394,6.59,16.583,False,False,False,False,0.0,Low,Normal operations
KLBB,2023-02-24,1.09,0.225,47.2276,10.18,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLPR,2023-02-01,-6.49,0.0,67.3893,6.688,16.905,False,False,False,False,0.0,Low,Normal operations
KLUK,2023-02-14,5.86,0.0,59.76,2.34,16.905,False,False,False,False,0.0,Low,Normal operations
KLVM,2023-02-16,-6.09,0.0,57.1032,15.894,16.233,False,False,False,False,0.0,Low,Normal operations
KLVN,2023-02-14,2.36,18.27,76.329,5.19,13.2264,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KMCN,2023-02-21,21.47,0.0,65.2386,10.648,15.456,False,False,False,False,0.0,Low,Normal operations
KWVL,2024-12-13,-3.31,0.0,54.83,9.328,15.456,False,False,False,False,0.0,Low,Normal operations
KXPY,2024-12-22,11.37,0.0,68.4922,12.98,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
KNJK,2023-02-15,11.63,0.0,34.196,12.37,15.617,False,False,False,False,0.0,Low,Normal operations
KNUQ,2023-02-25,7.8,0.0,72.82,6.468,16.905,False,False,False,False,0.0,Low,Normal operations
KOCQ,2023-02-02,-8.57,0.0,57.1233,7.272,16.1,False,False,False,False,0.0,Low,Normal operations
KOCQ,2023-02-15,3.67,1.584,90.3647,10.98,16.5776,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOLZ,2023-02-24,-12.1,0.0,80.8598,8.262,15.778,False,False,False,False,0.0,Low,Normal operations
KSLG,2023-05-06,24.19,0.0,84.5836,12.078,13.1144,True,False,False,False,0.35,Medium,Add water points & shade
KSSI,2023-05-02,22.48,0.0,36.9873,10.098,16.905,False,False,False,False,0.0,Low,Normal operations
KSTC,2023-05-01,9.11,0.0,39.1545,13.67,15.456,False,False,False,False,0.0,Low,Normal operations
KSTC,2023-05-22,19.82,0.0,43.25,7.128,16.1,False,False,False,False,0.0,Low,Normal operations
KSUN,2023-05-07,5.8,0.0,74.9228,4.932,16.233,False,False,False,False,0.0,Low,Normal operations
KSXS,2023-05-17,23.6,12.105,86.955,2.241,12.9096,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSZL,2023-05-17,19.19,0.275,64.3013,2.421,14.9032,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KTIX,2023-05-23,26.5,5.587999999999999,74.4282,7.39,10.63,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KTPF,2023-05-19,27.18,0.0,65.2196,3.256,0.0,True,False,False,True,0.55,Medium,Add water points & shade; Slower vehicle assumptions & staff guidance
KTPF,2023-05-22,29.6,0.649,57.6534,7.191,13.1704,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KTTF,2023-05-20,14.65,3.63,77.469,6.912,13.2288,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KTVC,2023-05-08,12.1,0.0,76.4054,3.051,13.2664,False,False,False,False,0.0,Low,Normal operations
KVCB,2023-05-13,22.83,0.0,54.4996,9.78,15.617,True,False,False,False,0.35,Medium,Add water points & shade
KVLD,2023-05-18,24.9,6.985,83.0,1.4,11.4975,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KW99,2023-05-04,7.14,8.096,74.2644,7.092,16.583,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KWVI,2023-05-31,14.79,0.0,78.2851,5.159,15.939,False,False,False,False,0.0,Low,Normal operations
KWWR,2023-05-05,24.2,0.0,60.0721,7.99,14.7105,True,False,False,False,0.35,Medium,Add water points & shade
KY23,2023-05-13,19.41,1.386,60.8874,4.5,15.456,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KY23,2023-05-14,14.81,12.562,56.1932,2.95,16.744,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KMOT,2023-01-31,-19.22,0.0,71.4582,7.272,16.905,False,False,False,False,0.0,Low,Normal operations
KOGS,2022-08-06,24.4,0.0,81.09,3.289,12.7792,True,False,False,False,0.35,Medium,Add water points & shade
KMHE,2023-11-11,5.91,0.0,62.6038,5.751,16.261,False,False,False,False,0.0,Low,Normal operations
KJDD,2021-10-10,25.5,0.0,68.7245,5.29,16.261,True,False,False,False,0.35,Medium,Add water points & shade
KMKG,2023-11-29,2.7,0.0,65.6964,12.47,15.2543,False,False,False,False,0.0,Low,Normal operations
KMKT,2023-11-26,-3.38,1.143,81.6928,8.802,13.4936,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOZA,2023-02-16,10.67,0.0,27.0727,12.77,16.905,False,False,False,False,0.0,Low,Normal operations
KPBX,2023-02-02,-1.84,0.0,98.0,0.18,8.0352,False,False,False,False,0.0,Low,Normal operations
KPHL,2023-02-10,12.07,0.0,53.5276,14.487,15.295,False,False,False,False,0.0,Low,Normal operations
KPHL,2023-02-28,6.07,7.082999999999999,89.4438,7.542,12.1025,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPIL,2023-02-14,23.94,0.0,72.7566,20.35,15.6222,False,False,True,False,0.15,Low,Secure temporary structures
KPIL,2023-02-27,27.02,0.0,78.8222,13.923,14.839,True,False,False,False,0.35,Medium,Add water points & shade
KPMD,2023-02-05,8.59,0.275,54.5688,13.923,16.422,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPVF,2023-02-23,0.8,0.55,88.984,10.098,12.8112,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KRCE,2023-02-25,0.7,0.0,78.182,5.19,12.1695,False,False,False,False,0.0,Low,Normal operations
KRHI,2023-02-03,-21.67,0.0,64.7046,5.571,15.939,False,False,False,False,0.0,Low,Normal operations
KRHI,2023-02-13,-0.26,0.0,67.1364,7.568,16.0956,False,False,False,False,0.0,Low,Normal operations
KRSL,2023-02-23,-11.16,0.0,56.5058,13.743,16.2534,False,False,False,False,0.0,Low,Normal operations
KMNH,2023-11-19,3.18,0.0,39.3141,6.88,16.744,False,False,False,False,0.0,Low,Normal operations
KNJK,2024-08-05,38.91,0.0,34.2342,7.689,15.295,True,False,False,False,0.35,Medium,Add water points & shade
KNJW,2024-08-20,25.98,0.0,54.82,4.131,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KNLC,2024-08-03,31.06,0.0,38.1982,4.79,15.617,True,False,False,False,0.35,Medium,Add water points & shade
KOEO,2024-08-22,18.57,6.13,80.9919,5.29,16.905,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOLS,2024-08-18,28.26,0.0,43.63,4.829,14.839,True,False,False,False,0.35,Medium,Add water points & shade
KSAT,2023-02-16,14.11,0.225,47.8332,13.27,14.841,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSAT,2023-02-20,19.14,0.275,67.5314,4.89,15.94,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KSBD,2023-02-27,4.64,0.0,86.1993,2.421,16.5776,False,False,False,False,0.0,Low,Normal operations
KSPB,2023-02-06,7.91,3.63,81.51,4.041,16.0994,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KJXN,2021-10-15,14.8,6.699,90.2383,2.34,12.2008,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KP53,2022-08-20,22.55,0.25,81.9359,4.131,0.0,False,True,False,True,0.5,Medium,Covered waiting & shuttle capacity; Slower vehicle assumptions & staff guidance
KMSO,2022-03-05,3.68,0.0,49.0743,11.088,16.905,False,False,False,False,0.0,Low,Normal operations
KMVY,2023-11-05,10.15,0.0,72.3369,2.4,14.7599,False,False,False,False,0.0,Low,Normal operations
KSTF,2023-02-10,9.5,0.0,78.3706,2.601,15.778,False,False,False,False,0.0,Low,Normal operations
KSZL,2023-02-22,15.23,15.630999999999998,74.8713,14.267,15.0895,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KTBR,2023-02-05,9.5,0.0,72.03,4.19,15.939,False,False,False,False,0.0,Low,Normal operations
KTCL,2023-02-19,10.61,0.0,52.0047,3.99,15.3024,False,False,False,False,0.0,Low,Normal operations
KTEX,2023-02-24,-3.3,0.0,50.1738,7.722,12.5928,False,False,False,False,0.0,Low,Normal operations
KTOL,2023-02-08,2.12,0.275,72.765,4.19,13.9001,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KTPH,2023-02-27,-1.11,0.684,84.2251,12.37,16.905,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KUOX,2023-02-06,10.51,0.0,70.18,2.89,10.6821,False,False,False,False,0.0,Low,Normal operations
KVCB,2023-02-25,6.19,7.26,85.6548,5.571,15.6212,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KVCV,2023-02-04,7.72,0.0,53.7351,2.49,77.76,False,False,False,False,0.0,Low,Normal operations
KVLD,2023-02-16,20.2,0.0,71.6067,3.619,13.2264,False,False,False,False,0.0,Low,Normal operations
KMWN,2023-11-02,-12.6,0.4589999999999999,75.786,29.524,42.9516,False,True,True,False,0.44999999999999996,Medium,Covered waiting & shuttle capacity; Secure temporary structures
KLDM,2021-10-02,15.56,0.918,92.92,3.949,15.147,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KPBI,2022-08-06,31.33,0.0,63.7678,11.37,16.744,True,False,False,False,0.35,Medium,Add water points & shade
KOLZ,2024-08-20,18.1,0.0,88.4034,4.401,15.0696,False,False,False,False,0.0,Low,Normal operations
KLRF,2021-10-26,14.06,0.225,77.9586,4.389,15.6222,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KLSE,2021-10-06,21.06,0.0,73.8922,3.99,15.456,False,False,False,False,0.0,Low,Normal operations
KNJK,2022-03-12,16.51,0.0,14.1218,4.761,16.261,False,False,False,False,0.0,Low,Normal operations
KLUK,2021-10-01,17.76,0.0,72.57,1.98,13.2288,False,False,False,False,0.0,Low,Normal operations
KLUM,2021-10-15,6.91,0.04,76.0243,3.49,16.1,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KOSC,2024-08-21,17.09,0.0,61.96,7.689,15.617,False,False,False,False,0.0,Low,Normal operations
KNJW,2022-03-30,23.66,2.511,67.82,10.48,15.778,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KNKT,2022-03-14,7.34,0.0,53.346,5.269,15.606,False,False,False,False,0.0,Low,Normal operations
KLVM,2021-10-18,12.17,0.0,41.0043,9.108,15.295,False,False,False,False,0.0,Low,Normal operations
KPHL,2022-08-18,24.75,0.0,55.896,6.111,15.456,True,False,False,False,0.35,Medium,Add water points & shade
KPHL,2022-08-31,28.81,10.66,63.7158,9.548,16.905,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KNTD,2022-03-19,13.16,0.0,74.5192,5.79,11.8872,False,False,False,False,0.0,Low,Normal operations
KNJK,2023-11-13,18.59,0.0,29.7647,3.951,16.1,False,False,False,False,0.0,Low,Normal operations
KPMD,2022-08-03,31.94,0.0,28.8708,9.18,15.778,True,False,False,False,0.35,Medium,Add water points & shade
KNAK,2023-01-11,2.96,0.0,76.12,2.42,16.2435,False,False,False,False,0.0,Low,Normal operations
KPBX,2024-08-17,24.82,21.312,87.3234,2.739,15.778,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KPBX,2024-08-27,25.09,0.0,52.3056,1.62,16.583,True,False,False,False,0.35,Medium,Add water points & shade
KOCQ,2022-03-09,-0.81,0.0,56.4443,10.318,16.261,False,False,False,False,0.0,Low,Normal operations
KPGD,2024-08-27,30.4,15.23,82.467,5.049,15.3,True,True,False,False,0.6499999999999999,High,Add water points & shade; Covered waiting & shuttle capacity
KPIA,2024-08-23,20.06,0.0,64.31,3.89,16.744,False,False,False,False,0.0,Low,Normal operations
KNJW,2023-01-18,17.25,3.55,88.49,4.609,7.4943,False,True,False,False,0.3,Medium,Covered waiting & shuttle capacity
KVCB,2023-02-14,9.93,0.0,45.1438,11.748,15.295,False,False,False,False,0.0,Low,Normal operations
KXVG,2023-02-04,-11.5,0.0,67.0173,5.269,16.0956,False,False,False,False,0.0,Low,Normal operations
KXVG,2023-02-18,-2.8,0.0,83.4372,3.619,10.9989,False,False,False,False,0.0,Low,Normal operations
K0VG,2020-12-23,5.71,0.0,68.87,4.67,0.0,False,False,False,True,0.2,Low,Slower vehicle assumptions & staff guidance
