brand,total_visits,record_count,unique_stores,mean_daily_visits,earliest_date,latest_date,data_type
Ortho Mattress,2523047,20463,12,123.3,2020-01-01,2024-12-31,derived
Taco Palenque,2514494,12789,7,196.61,2020-01-01,2024-12-31,derived
Celine,2514201,17349,11,144.92,2020-01-01,2024-12-31,derived
SCANIA,2512115,54242,38,46.31,2020-01-01,2024-12-31,derived
Beach Hut Deli,2512086,19367,12,129.71,2020-01-01,2024-12-31,derived
BoConcept,2511693,8738,5,287.44,2020-01-01,2024-12-31,derived
DIY Home Center,2510556,9135,5,274.83,2020-01-01,2024-12-31,derived
Northwestern Mutual,2505650,116928,64,21.43,2020-01-01,2024-12-31,derived
Urth Caffe,2505138,1827,1,1371.18,2020-01-01,2024-12-31,derived
Johnston & Murphy,2500682,22197,13,112.66,2020-01-01,2024-12-31,derived
West Marine,2500516,68542,38,36.48,2020-01-01,2024-12-31,derived
Natuzzi,2499896,16443,9,152.03,2020-01-01,2024-12-31,derived
Central Florida Educators Credit Union,2499117,15987,9,156.32,2020-01-01,2024-12-31,derived
Lamppost Pizza,2495147,5481,3,455.24,2020-01-01,2024-12-31,derived
L'Occitane,2489181,26861,24,92.67,2020-01-01,2024-12-31,derived
Sparkle,2486914,3227,2,770.66,2020-01-01,2024-10-31,derived
Apricot Lane,2485802,15259,11,162.91,2020-01-01,2024-12-31,derived
Crash Champions,2485508,62866,72,39.54,2020-01-01,2024-12-31,derived
Volvo,2484034,29477,17,84.27,2020-01-01,2024-12-31,derived
Great Wolf Lodge,2482634,1827,1,1358.86,2020-01-01,2024-12-31,derived
Enterprise Truck Rental,2475886,69763,40,35.49,2020-01-01,2024-12-31,derived
Keystone Automotive,2474996,58464,32,42.33,2020-01-01,2024-12-31,derived
i Fratelli Pizza,2468609,5481,3,450.39,2020-01-01,2024-12-31,derived
Carr Hardware,2468426,3654,2,675.54,2020-01-01,2024-12-31,derived
Drury Hotels,2466634,26155,16,94.31,2020-01-01,2024-12-31,derived
Nespresso,2464028,10962,6,224.78,2020-01-01,2024-12-31,derived
Minsky's Pizza,2462137,6758,4,364.33,2020-01-01,2024-12-31,derived
Neuhaus,2461583,5998,5,410.4,2020-01-01,2024-12-31,derived
Rio Ranch Market,2457869,2862,2,858.79,2020-01-01,2024-12-31,derived
Piara Pizza,2457707,10962,6,224.2,2020-01-01,2024-12-31,derived
Savers Thrift Stores,2455242,14616,8,167.98,2020-01-01,2024-12-31,derived
Allbirds,2448870,3260,3,751.19,2021-06-01,2024-12-31,derived
Cookie Cutters Haircuts for Kids,2447631,12789,7,191.39,2020-01-01,2024-12-31,derived
Harold's Chicken,2442862,4630,5,527.62,2020-01-01,2024-12-31,derived
Hairmasters,2442294,24752,19,98.67,2020-01-01,2024-12-31,derived
The Athlete's Foot,2441995,7308,5,334.15,2020-01-01,2024-12-31,derived
Brakes Plus,2441438,9605,11,254.18,2020-01-01,2024-12-31,derived
1000 Degrees Neapolitan Pizzeria,2438490,7423,7,328.5,2020-01-01,2024-12-31,derived
Baja Fish Tacos,2438423,1827,1,1334.66,2020-01-01,2024-12-31,derived
Buddy's,2429523,65655,40,37.0,2020-01-01,2024-12-31,derived
Purple,2418989,6491,6,372.67,2020-01-01,2024-12-31,derived
City Sports Club,2415269,12789,7,188.86,2020-01-01,2024-12-31,derived
Medicap Pharmacy,2413508,9135,5,264.2,2020-01-01,2024-12-31,derived
Hyatt Hotels & Resorts,2413159,1188,1,2031.28,2021-10-01,2024-12-31,derived
Infiniti,2411388,22780,14,105.86,2020-01-01,2024-12-31,derived
Webster Bank,2400504,27120,22,88.51,2020-01-01,2024-12-31,derived
Bobby's Cheesburger,2400330,3654,2,656.9,2020-01-01,2024-12-31,derived
Jose Peppers,2400120,5481,3,437.9,2020-01-01,2024-12-31,derived
Park Hyatt,2397902,3654,2,656.24,2020-01-01,2024-12-31,derived
Blenders in the Grass,2397052,12789,7,187.43,2020-01-01,2024-12-31,derived
Coen,2396104,17115,12,140.0,2020-01-01,2024-12-31,derived
Taco Mac,2388391,1004,1,2378.88,2020-01-01,2022-09-30,derived
Precision Tune Auto Care,2385130,26675,16,89.41,2020-01-01,2024-12-31,derived
Klingensmith's,2381773,3654,2,651.83,2020-01-01,2024-12-31,derived
Ocean Prime,2381684,5726,4,415.94,2020-01-01,2024-12-31,derived
MFA Oil,2379686,24484,16,97.19,2020-01-01,2024-12-31,derived
Anderson's Frozen Custard,2377558,3654,2,650.67,2020-01-01,2024-12-31,derived
Ezells Famous Chicken,2376736,7856,5,302.54,2020-01-01,2024-12-31,derived
Fleming’s Prime Steakhouse and Wine Bar,2371060,3654,2,648.89,2020-01-01,2024-12-31,derived
Holiday Inn Resort,2370433,3043,2,778.98,2020-01-01,2024-12-31,derived
AutoNation Collision Center,2369971,7308,4,324.3,2020-01-01,2024-12-31,derived
Amtrak,2368123,158725,95,14.92,2020-01-01,2024-12-31,derived
MotoMart,2365818,5573,4,424.51,2020-01-01,2024-12-31,derived
Tinseltown,2365609,1827,1,1294.81,2020-01-01,2024-12-31,derived
Paciugo Gelato Caffe,2360427,10167,7,232.17,2020-01-01,2024-12-31,derived
US Foods,2358193,19943,13,118.25,2020-01-01,2024-12-31,derived
Camp Bow Wow,2352520,36662,24,64.17,2020-01-01,2024-12-31,derived
Tidal Wave Auto Spa,2350917,25750,26,91.3,2020-01-01,2024-12-31,derived
Wood Ranch,2344983,7522,5,311.75,2020-01-01,2024-12-31,derived
Travis Mathew,2341978,18760,12,124.84,2020-01-01,2024-12-31,derived
Sperry Top-Sider,2341650,10899,10,214.85,2020-01-01,2024-12-31,derived
Warby Parker,2337721,35725,32,65.44,2020-01-01,2024-12-31,derived
Mary's Pizza Shack,2331431,6212,5,375.31,2020-01-01,2024-12-31,derived
IL Fornaio,2328109,5481,3,424.76,2020-01-01,2024-12-31,derived
PostalAnnex+,2326632,73847,48,31.51,2020-01-01,2024-12-31,derived
Cutter Point Coffee,2321168,1827,1,1270.48,2020-01-01,2024-12-31,derived
Vuori,2317228,7071,11,327.71,2021-07-01,2024-12-31,derived
Volcom,2311571,10931,7,211.47,2020-01-01,2024-12-31,derived
4 Wheel Parts,2311349,21681,15,106.61,2020-01-01,2024-12-31,derived
Boudin Bakery,2311221,5542,4,417.04,2020-01-01,2024-12-31,derived
99 Restaurants,2310784,20553,12,112.43,2020-01-01,2024-12-31,derived
SPENGA,2306844,8829,6,261.28,2020-01-01,2024-12-31,derived
Buy Rite Liquor,2305106,23751,13,97.05,2020-01-01,2024-12-31,derived
Soft Surroundings,2303921,10473,8,219.99,2020-01-01,2024-01-31,derived
First Republic Bank,2303332,27569,18,83.55,2020-01-01,2024-04-30,derived
King Cash Saver,2299581,1827,1,1258.67,2020-01-01,2024-12-31,derived
Poke Bros,2299517,3595,4,639.64,2020-01-01,2024-12-31,derived
CB2,2297949,10873,7,211.34,2020-01-01,2024-12-31,derived
Freebirds World Burrito,2296144,15317,11,149.91,2020-01-01,2024-12-31,derived
Attic Salt,2292551,5481,3,418.27,2020-01-01,2024-12-31,derived
Cariloha,2291920,8738,6,262.29,2020-01-01,2024-12-31,derived
Pizza Twist,2291262,21230,15,107.93,2020-01-01,2024-12-31,derived
"PeoplesBank, A Codorus Valley Company",2288929,12789,7,178.98,2020-01-01,2024-12-31,derived
Canopy By Hilton,2288383,2864,2,799.02,2020-01-01,2024-12-31,derived
My Place Hotels,2286761,7003,4,326.54,2020-01-01,2024-12-31,derived
Giardino Gourmet Salads,2284461,6854,5,333.3,2020-01-01,2024-12-31,derived
Lamps Plus,2282512,3654,2,624.66,2020-01-01,2024-12-31,derived
DIESEL,2282409,6977,6,327.13,2020-01-01,2024-12-31,derived
Sur La Table,2281539,9015,6,253.08,2020-01-01,2024-12-31,derived
FastFrame,2277328,10411,7,218.74,2020-01-01,2024-12-31,derived
The Check Cashing Store,2276425,25635,17,88.8,2020-01-01,2024-12-31,derived
Palmetto Moon,2271705,1827,1,1243.41,2020-01-01,2024-12-31,derived
The Golf Mart,2268923,7308,4,310.47,2020-01-01,2024-12-31,derived
Par Mar Stores,2264702,5939,4,381.33,2020-01-01,2024-12-31,derived
OceanFirst Bank,2262714,17964,10,125.96,2020-01-01,2024-12-31,derived
Shogun,2260733,5481,3,412.47,2020-01-01,2024-12-31,derived
NYPD Pizza,2259812,3654,2,618.45,2020-01-01,2024-12-31,derived
Gordon Biersch Restaurant & Brewery,2259426,1827,1,1236.69,2020-01-01,2024-12-31,derived
Investors Bank,2257550,36823,34,61.31,2020-01-01,2023-01-31,derived
Robert Wayne Footwear,2256740,5231,5,431.42,2020-01-01,2024-12-31,derived
Pick Up Stix,2256661,8435,6,267.54,2020-01-01,2024-12-31,derived
Green's Natural Foods,2248289,2648,2,849.05,2020-09-01,2024-12-31,derived
Murphy's Deli,2247789,16443,9,136.7,2020-01-01,2024-12-31,derived
Mother's Market,2242654,1827,1,1227.51,2020-01-01,2024-12-31,derived
Lenny's Sub Shop,2238545,4051,3,552.59,2020-01-01,2024-12-31,derived
Alo Yoga,2237741,8564,13,261.3,2020-01-01,2024-12-31,derived
Geico,2235492,42752,33,52.29,2020-01-01,2024-12-31,derived
Swig,2234054,2224,5,1004.52,2020-01-01,2024-12-31,derived
Original ChopShop,2231396,2925,4,762.87,2020-01-01,2024-12-31,derived
Max Brenner,2230362,1827,1,1220.78,2020-01-01,2024-12-31,derived
Club4Fitness,2225149,3137,2,709.32,2020-01-01,2024-12-31,derived
VIO Med Spa,2221881,9349,7,237.66,2020-01-01,2024-12-31,derived
Greenwise Market,2221270,1582,1,1404.09,2020-01-01,2024-04-30,derived
Giant Fitness,2219489,2863,2,775.23,2020-01-01,2024-12-31,derived
The Texan,2217905,7308,4,303.49,2020-01-01,2024-12-31,derived
W Hotels,2216953,2405,2,921.81,2020-01-01,2024-12-31,derived
The Edge Fitness Clubs,2212349,4142,3,534.13,2020-01-01,2024-12-31,derived
Jon Smith Subs,2208646,3502,4,630.68,2020-01-01,2024-12-31,derived
Interstate Batteries,2207358,40851,28,54.03,2020-01-01,2024-12-31,derived
Crepe Delicious,2205529,4384,3,503.09,2020-01-01,2024-12-31,derived
International Flavors & Fragrances,2201824,23751,13,92.7,2020-01-01,2024-12-31,derived
Bird Rock Coffee,2200783,2558,2,860.35,2020-01-01,2024-12-31,derived
ShowPlace Icon Theatres,2200033,1643,1,1339.03,2020-01-01,2024-06-30,derived
Straw Hat Pizza,2196854,10171,6,215.99,2020-01-01,2024-12-31,derived
North Easton Savings Bank,2196073,14616,8,150.25,2020-01-01,2024-12-31,derived
Nebraska Furniture Mart,2194445,1827,1,1201.12,2020-01-01,2024-12-31,derived
Pasion Del Cielo Coffee,2190689,1827,1,1199.06,2020-01-01,2024-12-31,derived
XPO,2187812,82215,45,26.61,2020-01-01,2024-12-31,derived
Nutrition Smart,2186367,2038,3,1072.8,2020-01-01,2024-12-31,derived
Industrial Shoe,2182917,3501,2,623.51,2020-01-01,2024-12-31,derived
Foot Solutions,2182509,9775,9,223.27,2020-01-01,2024-12-31,derived
Graphic Packaging Holding Company,2179024,3654,2,596.34,2020-01-01,2024-12-31,derived
Paula Deen's Family Kitchen,2174555,1827,1,1190.23,2020-01-01,2024-12-31,derived
U-Save-It Pharmacy,2166971,18270,10,118.61,2020-01-01,2024-12-31,derived
Bel Furniture,2166949,10870,6,199.35,2020-01-01,2024-12-31,derived
Epic Wings N' Things,2165970,9135,5,237.11,2020-01-01,2024-12-31,derived
365 Data Centers,2165126,27405,15,79.0,2020-01-01,2024-12-31,derived
My Salon Suite,2165080,37297,37,58.05,2020-01-01,2024-12-31,derived
Check 'n Go,2163511,74431,81,29.07,2020-01-01,2024-12-31,derived
Mobile Mini,2163282,28660,18,75.48,2020-01-01,2024-06-30,derived
Bank of the Sierra,2158824,16443,9,131.29,2020-01-01,2024-12-31,derived
Marie Blachère,2158291,1827,1,1181.33,2020-01-01,2024-12-31,derived
SpeeDee Oil Change & Auto Service,2155731,30320,20,71.1,2020-01-01,2024-12-31,derived
Medi Weightloss,2155244,25697,16,83.87,2020-01-01,2024-12-31,derived
Factory Connection,2152887,28499,16,75.54,2020-01-01,2024-12-31,derived
Micro Center,2152813,1827,1,1178.33,2020-01-01,2024-12-31,derived
Arteagas Food Center,2150433,1827,1,1177.03,2020-01-01,2024-12-31,derived
Juan Valdez Café,2149035,1827,1,1176.26,2020-01-01,2024-12-31,derived
iFixandRepair,2148734,32389,35,66.34,2020-01-01,2024-12-31,derived
Harvest Seasonal Grill & Wine Bar,2146230,3654,2,587.36,2020-01-01,2024-12-31,derived
J. Christopher's,2146071,14858,9,144.44,2020-01-01,2024-12-31,derived
Kale Me Crazy,2145408,9135,5,234.86,2020-01-01,2024-12-31,derived
Stevi B's Pizza Buffet,2142907,9135,5,234.58,2020-01-01,2024-12-31,derived
DHL Distribution,2142570,27405,15,78.18,2020-01-01,2024-12-31,derived
Self Made Training Facility,2142512,14891,9,143.88,2020-01-01,2024-12-31,derived
Heyday,2141819,12789,7,167.47,2020-01-01,2024-12-31,derived
PoolCorp,2141327,84014,57,25.49,2020-01-01,2024-12-31,derived
El Gallogiro,2139689,3654,2,585.57,2020-01-01,2024-12-31,derived
Dockers,2139003,5359,3,399.14,2020-01-01,2024-12-31,derived
Cheba Hut,2138042,2162,2,988.92,2020-01-01,2024-12-31,derived
Freehand,2135214,1827,1,1168.7,2020-01-01,2024-12-31,derived
Bath Planet,2132368,12575,7,169.57,2020-01-01,2024-12-31,derived
Storage King USA,2128683,25587,19,83.19,2020-01-01,2024-12-31,derived
Tory Burch,2128575,23021,14,92.46,2020-01-01,2024-12-31,derived
Hoods Discount Home Center,2126681,3654,2,582.01,2020-01-01,2024-12-31,derived
"PPG Industries, Inc.",2123045,5481,3,387.35,2020-01-01,2024-12-31,derived
Pearle Vision,2122571,69490,41,30.54,2020-01-01,2024-12-31,derived
China King,2121578,7308,4,290.31,2020-01-01,2024-12-31,derived
Sushi Roku,2119369,6304,4,336.19,2020-01-01,2024-12-31,derived
Frutta Bowls,2118804,8955,9,236.61,2020-01-01,2024-12-31,derived
MyEyeDr.,2118662,68913,49,30.74,2020-01-01,2024-12-31,derived
Lincoln,2111651,18057,11,116.94,2020-01-01,2024-12-31,derived
Against All Odds,2106750,8189,6,257.27,2020-01-01,2024-12-31,derived
People's United Bank,2105194,27072,36,77.76,2020-01-01,2022-06-30,derived
Hy-Vee Pharmacy,2105097,16443,9,128.02,2020-01-01,2024-12-31,derived
Silverspot Cinema,2104789,1827,1,1152.05,2020-01-01,2024-12-31,derived
Chicken N Pickle,2101233,3989,3,526.76,2020-01-01,2024-12-31,derived
Kent Kwik,2100797,11574,10,181.51,2020-01-01,2024-12-31,derived
Lindt,2099733,6762,7,310.52,2020-01-01,2024-12-31,derived
The Original Mattress Factory,2098290,8253,5,254.25,2020-01-01,2024-12-31,derived
Frost Gelato,2096453,1521,1,1378.34,2020-01-01,2024-02-29,derived
Shun Fat Supermarket,2094142,1827,1,1146.22,2020-01-01,2024-12-31,derived
Concord Pet Foods and Supplies,2088350,5481,3,381.02,2020-01-01,2024-12-31,derived
ZIPS Car Wash,2087309,26069,22,80.07,2020-01-01,2024-12-31,derived
Marc Jacobs,2084773,9319,7,223.71,2020-01-01,2024-12-31,derived
Akira,2084706,1827,1,1141.05,2020-01-01,2024-12-31,derived
Blake's Lotaburger,2084628,1827,1,1141.01,2020-01-01,2024-12-31,derived
Wireless M,2081039,8860,5,234.88,2020-01-01,2024-12-31,derived
Caffè Nero,2080135,9652,6,215.51,2020-01-01,2024-12-31,derived
Tous Les Jours,2078535,19372,16,107.3,2020-01-01,2024-12-31,derived
Kerbey Lane Cafe,2077067,1827,1,1136.87,2020-01-01,2024-12-31,derived
Savory Spice Shop,2074944,1827,1,1135.71,2020-01-01,2024-12-31,derived
Digital Realty,2072959,18270,10,113.46,2020-01-01,2024-12-31,derived
Yogurt Mountain,2072063,4232,3,489.62,2020-01-01,2024-12-31,derived
My Pie,2071723,1827,1,1133.95,2020-01-01,2024-12-31,derived
Leonidas,2071142,7308,4,283.41,2020-01-01,2024-12-31,derived
Mayweather Boxing + Fitness,2061392,10778,6,191.26,2020-01-01,2024-12-31,derived
Southern Tire Mart (STM),2059796,39180,33,52.57,2020-01-01,2024-12-31,derived
Dustin's Bar-B-Q,2059239,1827,1,1127.11,2020-01-01,2024-12-31,derived
Phil's BBQ,2056132,1827,1,1125.41,2020-01-01,2024-12-31,derived
Speedy Cafe,2053032,13155,8,156.06,2020-01-01,2024-12-31,derived
Scan Design,2051560,5481,3,374.3,2020-01-01,2024-12-31,derived
R+D Kitchen,2050061,1827,1,1122.09,2020-01-01,2024-12-31,derived
Starcycle,2049664,4321,3,474.35,2020-01-01,2024-12-31,derived
Indian Motorcycle,2037626,44615,30,45.67,2020-01-01,2024-12-31,derived
HipCityVeg,2035143,2041,2,997.13,2020-01-01,2024-12-31,derived
Cobb Theatres,2034307,2804,2,725.5,2021-03-01,2024-12-31,derived
C.H. MARTIN,2033753,3654,2,556.58,2020-01-01,2024-12-31,derived
DanDan,2029734,1827,1,1110.97,2020-01-01,2024-12-31,derived
Veterinary Emergency Group,2020767,27405,15,73.74,2020-01-01,2024-12-31,derived
Pet Pros,2019245,6791,4,297.34,2020-01-01,2024-12-31,derived
Deseret Industries (D.I.),2016610,4050,3,497.93,2020-01-01,2024-12-31,derived
Handy Pantry,2015529,1827,1,1103.19,2020-01-01,2024-12-31,derived
Budget Host,2014648,14616,8,137.84,2020-01-01,2024-12-31,derived
Country Mart,2014617,2313,2,871.0,2020-01-01,2024-12-31,derived
Kevin Jewelers,2010559,21377,14,94.05,2020-01-01,2024-12-31,derived
The Wing Experience,2008346,18056,10,111.23,2020-01-01,2024-12-31,derived
Four Brothers Pizza Inn,2007993,3654,2,549.53,2020-01-01,2024-12-31,derived
Amazon Go,2007446,8951,5,224.27,2020-01-01,2024-12-31,derived
Cathay Bank,2006665,27739,16,72.34,2020-01-01,2024-12-31,derived
Acai Republic,2006079,12850,8,156.12,2020-01-01,2024-12-31,derived
The Sandwich Spot,2005267,10962,6,182.93,2020-01-01,2024-12-31,derived
Little Sheep,2002535,1827,1,1096.08,2020-01-01,2024-12-31,derived
Boiling Point,2000499,7308,4,273.74,2020-01-01,2024-12-31,derived
G&M,1999797,18119,12,110.37,2020-01-01,2024-12-31,derived
Bad Daddy's Burger Bar,1999275,1827,1,1094.29,2020-01-01,2024-12-31,derived
Atria's Restaurant and Tavern,1992660,1827,1,1090.67,2020-01-01,2024-12-31,derived
Zoup!,1992214,2162,2,921.47,2020-01-01,2024-12-31,derived
Dim Sum House by Jane G's,1990778,1827,1,1089.64,2020-01-01,2024-12-31,derived
RightSpace Storage,1988896,23054,18,86.27,2020-01-01,2024-12-31,derived
Curacao,1988259,3654,2,544.13,2020-01-01,2024-12-31,derived
Dior,1987863,9805,7,202.74,2020-01-01,2024-12-31,derived
Don Roberto Jewelers,1987639,24847,16,80.0,2020-01-01,2024-12-31,derived
Ra Sushi,1987221,5481,3,362.57,2020-01-01,2024-12-31,derived
Jimboy's Tacos,1986938,10018,6,198.34,2020-01-01,2024-12-31,derived
Ever Bowl,1983213,9592,11,206.76,2020-01-01,2024-12-31,derived
Jerome's Furniture,1982348,4840,3,409.58,2020-01-01,2024-12-31,derived
Landmark Theaters,1981062,9170,8,216.04,2020-01-01,2024-12-31,derived
Soccer Post,1979498,6123,6,323.29,2020-01-01,2024-12-31,derived
BancorpSouth,1977383,14666,24,134.83,2020-01-01,2021-09-30,derived
ABC Auto Parts,1974226,10962,6,180.1,2020-01-01,2024-12-31,derived
CoCo Fresh Tea & Juice,1973123,4021,4,490.7,2020-01-01,2024-12-31,derived
Rapid Roberts,1966725,12789,7,153.78,2020-01-01,2024-12-31,derived
Quiksilver,1963576,5481,3,358.25,2020-01-01,2024-12-31,derived
Woodstock Furniture & Mattress Outlet,1961660,9380,6,209.13,2020-01-01,2024-12-31,derived
I Love Juice Bar,1960412,3013,2,650.65,2020-01-01,2024-12-31,derived
Thrivent,1959521,128649,124,15.23,2020-01-01,2024-12-31,derived
DolEx,1958072,80388,44,24.36,2020-01-01,2024-12-31,derived
Hy-Vee Gas Station,1954355,12211,7,160.05,2020-01-01,2024-12-31,derived
The Keg Steakhouse & Bar,1953130,1827,1,1069.04,2020-01-01,2024-12-31,derived
Gambino's Pizza,1951210,14220,9,137.22,2020-01-01,2024-12-31,derived
Stellar Bank,1948805,18270,10,106.67,2020-01-01,2024-12-31,derived
Sal's Italian Ristorante,1948426,9104,6,214.02,2020-01-01,2024-12-31,derived
PETE'S,1947201,14313,9,136.04,2020-01-01,2024-12-31,derived
Rag & Bone,1944141,9652,6,201.42,2020-01-01,2024-12-31,derived
Sonoco Products Company,1936874,14616,8,132.52,2020-01-01,2024-12-31,derived
Jo-Ann Fabric and Craft Stores,1936599,3775,3,513.01,2020-01-01,2024-12-31,derived
Yoga Six,1935896,15933,13,121.5,2020-01-01,2024-12-31,derived
Rib City,1932345,3654,2,528.83,2020-01-01,2024-12-31,derived
Pitfire Pizza,1931718,2193,2,880.86,2020-01-01,2024-12-31,derived
Geodis,1931628,39548,25,48.84,2020-01-01,2024-12-31,derived
Optical Outlets,1930371,21924,12,88.05,2020-01-01,2024-12-31,derived
Nefco,1926427,3654,2,527.21,2020-01-01,2024-12-31,derived
First United Bank,1922830,16046,9,119.83,2020-01-01,2024-12-31,derived
Zadig & Voltaire,1921722,14922,12,128.78,2020-01-01,2024-12-31,derived
Peachwave Yogurt,1920633,6913,7,277.83,2020-01-01,2024-12-31,derived
Altitude Trampoline Parks,1918024,10538,11,182.01,2020-01-01,2024-12-31,derived
Chico's Off The Rack,1916437,17352,10,110.44,2020-01-01,2024-12-31,derived
Buffalo Wings & Rings,1916248,5239,4,365.77,2020-01-01,2024-12-31,derived
Original Roadhouse Grill,1914249,3654,2,523.88,2020-01-01,2024-12-31,derived
Driver's Edge,1911984,9075,5,210.69,2020-01-01,2024-12-31,derived
City National Bank,1903609,28014,17,67.95,2020-01-01,2024-12-31,derived
Bricktown Brewery,1902596,1827,1,1041.38,2020-01-01,2024-12-31,derived
Jefferson's,1902022,8253,5,230.46,2020-01-01,2024-12-31,derived
Porcelanosa,1899634,7308,4,259.94,2020-01-01,2024-12-31,derived
Flying Biscuit Cafe,1899382,5087,4,373.38,2020-01-01,2024-12-31,derived
Daniel's Jewelers,1897447,22808,14,83.19,2020-01-01,2024-12-31,derived
Baker's Drive Thru,1895325,9135,5,207.48,2020-01-01,2024-12-31,derived
Seasons Pizza,1893772,1827,1,1036.55,2020-01-01,2024-12-31,derived
Fred Meyer Fuel,1892509,20097,11,94.17,2020-01-01,2024-12-31,derived
CenterState Bank,1892498,17263,32,109.63,2020-01-01,2021-06-30,derived
Thee Dollar Cafe,1887372,8373,5,225.41,2020-01-01,2024-12-31,derived
Prime Storage,1884049,43745,37,43.07,2020-01-01,2024-12-31,derived
Esporta Fitness,1881945,14636,20,128.58,2020-01-01,2024-07-31,derived
"Air Products and Chemicals, Inc.",1878636,10962,6,171.38,2020-01-01,2024-12-31,derived
Mastro's Restaurants,1876610,4630,3,405.32,2020-01-01,2024-12-31,derived
Eyeglass World,1875448,17986,15,104.27,2020-01-01,2024-12-31,derived
Acceptance Insurance,1869471,70763,40,26.42,2020-01-01,2024-12-31,derived
Eagle Stop,1864908,27468,16,67.89,2020-01-01,2024-12-31,derived
Third Love,1862098,5481,3,339.74,2020-01-01,2024-12-31,derived
Fox & Hound,1860949,1827,1,1018.58,2020-01-01,2024-12-31,derived
Storage Pros,1858744,35272,29,52.7,2020-01-01,2024-12-31,derived
Faherty Brand,1857555,10656,6,174.32,2020-01-01,2024-12-31,derived
Mancini's Sleepworld,1854239,9290,6,199.6,2020-01-01,2024-12-31,derived
Home Depot Warehouse & Distribution Centers,1853739,23751,13,78.05,2020-01-01,2024-12-31,derived
Hotshots Sports Bar & Grill,1853733,1827,1,1014.63,2020-01-01,2024-12-31,derived
Bob's Steak & Chop,1850367,7308,4,253.2,2020-01-01,2024-12-31,derived
Western Dental,1847228,93516,54,19.75,2020-01-01,2024-12-31,derived
The Pizza Press,1842547,3654,2,504.25,2020-01-01,2024-12-31,derived
THE MAX Challenge,1842139,17811,12,103.43,2020-01-01,2024-12-31,derived
Sundiego,1841219,1827,1,1007.78,2020-01-01,2024-12-31,derived
Roger Dunn Golf Shops,1840295,5267,3,349.4,2020-01-01,2024-12-31,derived
Joe Hudson's Collision Center,1838951,25188,20,73.01,2020-01-01,2024-12-31,derived
30 Burgers,1838407,5208,5,353.0,2020-01-01,2024-12-31,derived
Drnk Coffee + Tea,1836734,3807,4,482.46,2020-01-01,2024-12-31,derived
UMB Bank,1835206,26245,17,69.93,2020-01-01,2024-12-31,derived
Minit Mart,1831284,10650,7,171.95,2020-01-01,2024-12-31,derived
WSFS Bank,1831209,31153,20,58.78,2020-01-01,2024-12-31,derived
Azteca Mexican Restaurants,1830186,5420,3,337.67,2020-01-01,2024-12-31,derived
Vacheron Constantin,1827219,7151,5,255.52,2020-01-01,2024-12-31,derived
Jimmy's Egg,1825265,4599,4,396.88,2020-01-01,2024-12-31,derived
Hannaford Pharmacy,1825047,18604,11,98.1,2020-01-01,2024-12-31,derived
Tune Up - The Manly Salon,1823872,23751,13,76.79,2020-01-01,2024-12-31,derived
Town Fair Tire,1822515,24517,17,74.34,2020-01-01,2024-12-31,derived
Cash Saver Cost Plus Food Store,1822136,821,1,2219.41,2020-01-01,2022-03-31,derived
Famous Wok,1822040,1827,1,997.29,2020-01-01,2024-12-31,derived
Fitness Factory Health Club,1820266,2863,3,635.79,2020-01-01,2024-12-31,derived
Uniform Destination,1815267,4598,4,394.79,2020-01-01,2024-12-31,derived
Thai Express,1811139,4084,4,443.47,2021-05-01,2024-12-31,derived
Mary Browns Chicken and Taters,1807546,1827,1,989.35,2020-01-01,2024-12-31,derived
Mariner Finance,1805313,69365,39,26.03,2020-01-01,2024-12-31,derived
Ball Corporation,1801909,3654,2,493.13,2020-01-01,2024-12-31,derived
Hustler Hollywood,1798709,11391,8,157.91,2020-01-01,2024-12-31,derived
HobbyTown USA,1797483,8252,6,217.82,2020-01-01,2024-12-31,derived
The Loop Pizza Grill,1796943,1827,1,983.55,2020-01-01,2024-12-31,derived
Park Inn by Radisson,1796903,1764,2,1018.65,2020-01-01,2022-05-31,derived
Crown Trophy,1791694,27678,16,64.73,2020-01-01,2024-12-31,derived
Di Bruno Bros,1786281,1827,1,977.71,2020-01-01,2024-12-31,derived
California Fish Grill,1785374,9958,7,179.29,2020-01-01,2024-12-31,derived
Rowan,1784813,7339,5,243.2,2020-01-01,2024-12-31,derived
Family Food Stores,1783328,1828,3,975.56,2022-12-01,2024-12-31,derived
Goosehead Insurance,1779726,129246,88,13.77,2020-01-01,2024-12-31,derived
Bob's Big Boy,1779562,2648,2,672.04,2020-01-01,2024-12-31,derived
Yogli Mogli,1778188,4781,3,371.93,2020-01-01,2024-12-31,derived
Tocaya,1775942,7490,5,237.11,2020-01-01,2024-12-31,derived
Ayerco,1775929,5481,3,324.02,2020-01-01,2024-12-31,derived
Pinot's Palette,1775706,16168,11,109.83,2020-01-01,2024-12-31,derived
Shoe City,1775374,7980,5,222.48,2020-01-01,2024-12-31,derived
AAMCO Transmissions,1774849,106117,66,16.73,2020-01-01,2024-12-31,derived
Lovesac,1774397,41679,38,42.57,2020-01-01,2024-12-31,derived
Psycho Bunny,1774097,6395,6,277.42,2020-01-01,2024-12-31,derived
Polaris,1772618,137936,77,12.85,2020-01-01,2024-12-31,derived
Market Square Supermarkets,1771578,1827,1,969.67,2020-01-01,2024-12-31,derived
Frank Pepe Pizzeria,1770487,5481,3,323.02,2020-01-01,2024-12-31,derived
