scenario_id,timestamp,time_minutes,phase_id,edge_id,from_node,to_node,mode,scheduled_capacity,effective_capacity,service_frequency_minutes,disruption_factor,weather_factor,data_type,confidence_type,assumption_note
baseline,2026-07-19T12:00:00Z,-180,pre_match,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:30:00Z,30,first_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:30:00Z,30,first_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:30:00Z,30,first_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:30:00Z,30,first_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:30:00Z,30,first_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:30:00Z,30,first_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:35:00Z,35,first_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:40:00Z,40,first_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:45:00Z,45,first_half_end,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:50:00Z,50,halftime,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T15:55:00Z,55,halftime,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:00:00Z,60,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:05:00Z,65,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:10:00Z,70,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:15:00Z,75,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:20:00Z,80,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:25:00Z,85,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:30:00Z,90,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:35:00Z,95,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:40:00Z,100,second_half,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,meadowlands_to_stadium,meadowlands,stadium,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:45:00Z,105,regulation_end,stadium_to_meadowlands,stadium,meadowlands,walk,900,900,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:50:00Z,110,extra_time,midtown_to_penn_station,midtown,penn_station,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:50:00Z,110,extra_time,penn_station_to_midtown,penn_station,midtown,walk,600,600,0,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:50:00Z,110,extra_time,penn_station_to_secaucus,penn_station,secaucus,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:50:00Z,110,extra_time,secaucus_to_penn_station,secaucus,penn_station,rail,900,900,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:50:00Z,110,extra_time,secaucus_to_meadowlands,secaucus,meadowlands,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
baseline,2026-07-19T16:50:00Z,110,extra_time,meadowlands_to_secaucus,meadowlands,secaucus,rail,600,600,5,1.0,1.0,synthetic,scenario,Synthetic scenario assumption for FinalFlow demonstration; not observed event operations.
