PARENT_PLACEKEY,LATITUDE,LONGITUDE
222-223@628-thj-rtv,40.20643,-74.751223
223-226@5z5-3rh-gkz,34.05788,-118.209955
228-22v@627-s8r-bx5,40.755297,-73.982366
zzy-22w@5x6-ptq-kcq,49.186681,-123.133438
223-235@8fw-27m-tqf,25.79107,-80.212178
226-224@627-s8q-skf,40.762069,-73.971547
224-222@5qw-svr-sbk,32.836037,-96.757283
222-223@5vg-854-qmk,37.744798,-122.195101
222-235@5vh-b64-3dv,37.293927,-121.989216
22g-224@5vg-85h-kxq,37.768296,-122.23242
22h-224@627-s4n-mc5,40.786239,-73.950678
234-225@5q9-9y3-b8v,39.653481,-104.978982
22k-224@5qw-ssx-zpv,32.791026,-96.767816
222-23b@8fc-fc3-6hq,29.748875,-95.372327
zzw-222@5vh-bfh-xnq,37.437029,-121.882729
22y-222@8fc-fgg-8gk,29.848437,-95.495135
zzy-222@8fc-fgj-3qz,29.860568,-95.528218
222-22j@627-s8f-87q,40.744862,-73.972014
222-22j@62j-sgj-2kz,42.339666,-71.093854
222-227@8fc-9sz-7qz,29.947155,-95.406467
222-225@8fw-5kn-vvf,25.732933,-80.377518
222-223@5z4-zxb-ghq,33.969899,-118.37896
zzw-223@5vg-7gq-f4v,37.781153,-122.42634
222-222@8fc-f95-kpv,29.662256,-95.686587
zzy-224@628-t5s-m49,40.298741,-74.681209
222-226@63g-rd4-p9z,37.561694,-77.46567
zzy-226@8g6-yjw-8vz,33.930232,-84.378201
222-224@5px-vbp-pjv,38.346327,-87.597915
223-23c@63g-rdv-d7q,37.584482,-77.512727
22q-236@62j-sj4-dvz,42.3533,-71.075867
224-223@5z5-3rc-g49,34.063661,-118.367758
zzw-222@5z5-3rm-ty9,34.062598,-118.202336
224-22r@5z4-zxj-3bk,33.946194,-118.389695
226-24g@5z4-ztw-fvf,34.020658,-118.424521
22b-23h@627-s8r-gc5,40.755547,-73.977992
222-22g@8fc-ffc-cnq,29.822511,-95.545654
224-4nw@628-pmf-6x5,39.950844,-75.195521
222-23h@627-vtz-6zf,40.613799,-74.111653
223-23y@5x4-49k-73q,47.606951,-122.310128
zzy-222@8fc-f9t-fj9,29.706713,-95.402092
222-22g@8g6-ykx-2kz,33.830552,-84.356905
22g-222@5z5-3qt-r6k,34.060808,-118.30752
zzy-222@5vh-9p9-nt9,37.557508,-121.979834
222-23y@5z4-zxj-jqf,33.946792,-118.38328
222-2p8@5qw-t3z-rhq,32.694417,-96.791032
222-224@8g7-4c8-z4v,33.890506,-84.4697
222-238@5z5-3rj-bhq,34.048963,-118.217214
222-27b@627-s8r-gkz,40.754812,-73.97585
zzw-228@5x4-4dc-btv,47.71474,-122.336655
zzw-222@5z5-3rm-ty9,34.062899,-118.202584
zzy-22c@5vh-8tp-gff,37.241177,-121.799738
222-22n@627-s6z-jd9,40.904059,-73.968679
222-238@5z5-3rj-bhq,34.048944,-118.217869
222-225@5vh-b8k-7h5,37.43557,-122.177341
222-25s@8fc-f9t-qxq,29.704774,-95.420903
222-27p@8fc-f4b-qs5,29.70808,-95.507265
zzw-224@627-wgb-f75,40.659694,-73.933654
222-2fg@5qv-x2s-qfz,32.813171,-96.834623
222-2jm@5vh-bbh-bc5,37.376709,-122.065451
222-235@5x4-4b3-kcq,47.658633,-122.317917
222-2cz@5z6-3ch-3bk,33.807924,-118.186585
222-2jm@5vh-bbh-bc5,37.37687,-122.064851
222-226@62j-shz-2x5,42.349794,-71.062446
zzy-222@8fc-f9t-fj9,29.707409,-95.402325
267-222@627-s8j-rkz,40.738703,-73.97507
222-4dt@5pr-36y-5zz,39.08397,-94.577203
222-2fg@5qv-x2s-qfz,32.812404,-96.835577
zzy-226@5x4-4vt-4jv,47.603607,-122.32429
222-2g4@628-pmf-6c5,39.948837,-75.194216
222-5b4@627-s8n-7qz,40.764082,-73.957351
222-2g4@628-pmf-6c5,39.948669,-75.19449
222-4dt@5pr-36y-5zz,39.083733,-94.577034
22h-226@627-s8n-649,40.764817,-73.954454
223-26j@62j-sgh-btv,42.33938,-71.105213
222-5b4@627-s8n-7qz,40.764321,-73.957039
zzy-224@8fc-f9x-rx5,29.707369,-95.396939
222-5b4@627-s8n-7qz,40.764375,-73.957372
226-23g@5x4-4b4-rhq,47.669072,-122.375382
223-22b@5q9-9xk-8n5,39.570401,-104.847501
222-226@8gg-3bv-2rk,35.432427,-80.606111
22t-225@627-s4n-4y9,40.77395,-73.956203
zzw-23x@5vh-8tf-b6k,37.325329,-121.813857
zzw-232@627-s57-y5f,40.884068,-74.058581
zzy-224@8fc-f9x-rx5,29.707259,-95.397078
225-222@8fw-25z-99f,25.912491,-80.212593
223-224@8g7-489-g49,33.677054,-84.414432
223-22z@5pr-544-4jv,39.119473,-94.762241
zzy-22c@5vh-8sc-gp9,37.331356,-121.889825
224-222@8g7-47b-2tv,33.775477,-84.384865
223-22n@8fw-222-54v,25.791285,-80.194584
22k-223@5vg-7ff-fcq,37.804905,-122.273189
223-222@5z4-zxg-5s5,33.978904,-118.371608
25c-222@5x4-4vz-y5f,47.575472,-122.320922
22m-223@8fc-f9x-gp9,29.724442,-95.387727
zzy-22v@627-s4n-7kf,40.776432,-73.976592
223-295@5x4-4vt-3t9,47.604814,-122.330771
223-26r@5vg-7qk-3wk,37.85573,-122.257505
22y-22c@5z5-3rc-nbk,34.070597,-118.375214
222-28v@5vh-b4n-dqf,37.336709,-121.997242
223-242@5x4-4b5-syv,47.612397,-122.321272
224-228@627-s4n-q4v,40.784886,-73.944681
223-226@628-pj4-zzz,40.00586,-75.151007
223-3fc@5vg-833-6hq,37.763344,-122.457965
223-2yr@628-pj9-d9z,40.037484,-75.143635
223-235@8fw-27m-tqf,25.79192,-80.212533
222-2kw@62j-shx-snq,42.362663,-71.068877
222-222@63g-rf6-q2k,37.602705,-77.540357
zzw-222@5z6-3n2-w6k,33.828209,-118.147669
223-222@628-tv6-33q,40.371512,-74.657674
224-224@5vg-3kb-cnq,38.123268,-122.224419
zzw-228@8g6-yj8-h3q,33.905946,-84.352448
26v-222@627-s8j-zpv,40.748203,-73.990308
224-22x@5qv-v8j-2ff,32.863816,-96.709381
zzy-224@5qv-x3m-cyv,32.819421,-96.849331
224-22d@8fc-fcb-2rk,29.743574,-95.389501
225-22w@627-s6d-wff,40.841471,-73.942855
224-2rf@5vg-7fm-hqz,37.837418,-122.267078
224-2rf@5vg-7fm-hqz,37.837171,-122.26662
224-25z@5x4-4b5-skf,47.609748,-122.328391
222-33s@628-pmf-6x5,39.947131,-75.193179
22s-222@5vg-94c-wzf,38.010856,-122.541003
223-224@5pr-3c3-wtv,39.064346,-94.578285
2b9-223@5vg-7ff-f9f,37.804494,-122.270642
23v-223@5vh-b6t-n3q,37.323256,-122.022998
22d-22n@62m-d7p-kmk,43.213929,-71.513942
242-222@5vh-b8d-w8v,37.4689,-122.213144
25m-222@628-t58-wff,40.349805,-74.661636
2kg-223@627-wbz-4sq,40.706161,-74.012673
22z-223@627-wbn-kzz,40.739329,-74.003296
224-22w@627-s8f-8qf,40.746537,-73.972984
242-222@8fw-5ty-k4v,25.679106,-80.319172
254-22n@5x4-4b5-rkz,47.609064,-122.324209
222-227@5z5-3qp-xnq,34.062592,-118.321264
zzy-223@627-s69-cyv,40.826274,-73.917091
232-223@5vg-7gv-5j9,37.788183,-122.408287
23t-224@5vg-7gw-whq,37.789286,-122.408115
239-25y@5x4-4vs-qxq,47.602281,-122.333122
22j-224@627-w9q-7nq,40.736947,-74.169935
zzw-222@5z5-3qy-skf,34.044767,-118.265032
zzy-234@627-s8r-h89,40.757472,-73.982379
zzw-225@8fw-5kd-yd9,25.656465,-80.396754
zzw-222@8fc-fh2-975,29.771346,-95.567189
zzw-225@5vh-bbh-rzf,37.402493,-122.111834
225-222@627-wh4-zcq,40.650152,-73.961112
224-26n@627-rwj-7nq,40.894082,-73.861349
zzw-222@627-sbg-t7q,40.808979,-73.920116
23b-222@63s-8zd-c89,39.700047,-75.708692
225-229@5vh-6yn-94v,37.220051,-121.862558
226-224@627-s8q-skf,40.761683,-73.971785
225-226@628-pg9-zfz,39.958304,-75.163472
222-222@8g7-475-x89,33.812409,-84.393689
22f-22y@62j-shx-cbk,42.361287,-71.06521
225-22w@627-s6d-wff,40.841138,-73.942834
zzy-22j@627-s6d-wff,40.841146,-73.941106
zzw-222@627-w4c-kcq,40.555061,-74.345736
zzy-222@63h-hzm-nwk,39.861788,-84.281865
226-222@8g7-48v-3qz,33.761928,-84.430811
226-226@62j-sgz-bc5,42.295002,-71.121138
22b-223@5vg-82j-skf,37.730087,-122.476336
zzw-22d@5vh-b53-b6k,37.372428,-122.050873
zzw-224@5z6-3r6-hnq,33.982866,-118.238452
226-22s@5x4-4b8-hh5,47.616854,-122.310853
226-223@5vg-7gr-q2k,37.783751,-122.440265
226-257@5z6-3cb-835,33.783334,-118.192362
226-29x@5x4-4b8-dvz,47.619752,-122.312182
226-29v@5qw-t3d-dd9,32.773206,-96.833329
22b-22v@627-s8n-6kz,40.765335,-73.955073
227-226@627-s6m-p7q,40.847184,-73.938888
222-22f@8g6-yjm-y35,33.940357,-84.361795
227-22b@628-pg4-jn5,40.036381,-75.181492
227-22d@5z4-zwd-c3q,34.054046,-118.383688
zzy-23q@627-s8h-tvz,40.739797,-73.986086
223-23p@627-wc7-st9,40.730584,-73.991309
22c-265@8fc-8pj-9fz,29.54129,-95.148757
22c-225@627-wbs-mc5,40.77023,-74.026616
28h-222@627-wbz-vcq,40.709629,-74.005649
22h-223@627-vsg-389,40.606176,-74.16644
22n-223@5vg-7h2-yjv,37.754433,-122.399617
22q-254@5z4-zw8-skf,34.058968,-118.411325
224-28f@8fw-23g-2ff,25.760287,-80.191216
22g-222@5x4-4qw-r8v,47.561129,-122.338638
228-22c@5vg-7f8-789,37.797152,-122.400071
228-222@8g7-47y-pjv,33.783999,-84.323014
228-3p3@5z5-3p7-gff,34.097553,-118.290887
229-22c@627-wg3-pgk,40.631536,-73.94812
229-252@627-wbz-49z,40.704269,-74.012267
22h-228@627-s8j-nbk,40.744512,-73.980283
zzw-222@5vh-8vb-qmk,37.251489,-121.863625
229-227@5vg-7qm-v9f,37.870306,-122.271672
22b-222@5vg-9jt-kvf,37.971139,-122.049312
234-222@5vh-bdw-ty9,37.381576,-121.827699
22b-23r@8fc-fgw-v4v,29.736194,-95.566494
22c-22m@628-pmb-6p9,39.949074,-75.165963
22z-22s@8fc-9qc-2zf,29.740916,-95.418644
226-224@5vg-7fn-3nq,37.820783,-122.261978
22c-222@627-s4k-mrk,40.787342,-73.973064
22c-228@5vg-7qk-3t9,37.855472,-122.255706
zzw-222@5vg-7fk-cwk,37.815087,-122.265078
222-22d@5x4-4b4-qpv,47.617404,-122.331284
222-224@5qw-ssy-85f,32.812655,-96.752845
24w-226@5z5-3qt-mkz,34.063836,-118.303514
zzw-222@627-tzg-jn5,40.832895,-74.143001
22d-23d@5x4-4b5-mtv,47.61503,-122.339266
zzy-222@8fw-5ty-5mk,25.688354,-80.312198
224-224@5qw-svr-qzz,32.83784,-96.754216
22f-22d@5vh-b89-psq,37.456144,-122.229169
zzy-224@5z5-3r3-t7q,34.090831,-118.338341
25p-226@5z5-3r9-7yv,34.062505,-118.346041
263-222@5vg-7gq-6ff,37.774852,-122.421163
zzy-242@627-wbv-gp9,40.753984,-73.991574
222-222@5vh-6z3-7t9,37.263831,-121.916583
22h-222@5vh-9s6-sbk,37.597798,-122.081697
22h-223@5z6-3pv-ndv,33.963294,-118.278682
222-223@63g-rd2-hkf,37.543826,-77.438695
22j-229@627-s8g-qs5,40.723955,-73.949543
22j-22c@5vg-82t-cyv,37.71217,-122.400271
22j-2kw@5z4-zw9-x5z,34.066527,-118.4467
22m-222@5pr-3by-mzf,39.076205,-94.539841
22c-222@628-pg2-psq,40.052187,-75.184907
22h-222@5vh-8v3-t5f,37.274097,-121.850946
224-23q@5z4-zwc-z75,34.056639,-118.397178
232-222@627-s8q-w6k,40.763603,-73.970042
zzw-222@627-vv4-n89,40.616534,-74.144178
22p-228@5vh-8tp-gff,37.239697,-121.800656
zzy-22k@627-rw8-pjv,40.853361,-73.827549
zzy-22m@628-pmb-94v,39.952511,-75.157683
222-254@627-s8j-ndv,40.745588,-73.981797
22h-223@5z4-zvn-3t9,34.021367,-118.371903
22w-222@5vg-82j-n5z,37.724739,-122.46031
22h-23d@5qv-x4d-j9z,32.874999,-96.771265
223-222@8fc-9v3-5cq,29.96651,-95.55042
22y-223@5vg-7gz-3bk,37.765129,-122.431937
222-223@8fc-fhj-f4v,29.768214,-95.624763
223-22n@627-s8j-nqz,40.750478,-73.978359
zzw-222@5z5-3rm-ty9,34.062288,-118.202829
223-223@628-pnw-kvf,39.965709,-75.133957
235-224@627-rwt-m8v,40.843957,-73.835748
222-226@5z4-zvh-bp9,34.047544,-118.463023
24q-222@5z5-3qy-mrk,34.038267,-118.254514
zzw-223@627-s64-4jv,40.906704,-73.903846
zzw-226@8fc-fd4-b49,29.677508,-95.478587
23b-222@627-s4k-mrk,40.786949,-73.972825
zzw-224@5x4-483-7h5,47.634376,-122.280277
22t-222@5vg-7fg-kj9,37.798698,-122.270274
22h-22f@627-s8j-b49,40.745227,-73.992177
222-233@8fc-fgb-ty9,29.78513,-95.445005
22c-222@8fw-5ss-fxq,25.773035,-80.330484
246-227@5vg-7gz-4sq,37.76074,-122.43406
2dg-222@627-wbv-gp9,40.753909,-73.991861
22r-225@5z5-3rd-djv,34.078802,-118.323511
2pk-222@5z5-3rr-vmk,34.047905,-118.255009
223-22q@5vg-7gt-tn5,37.792132,-122.393525
22g-22d@5qv-x4z-9s5,32.911228,-96.876267
zzw-22v@8g6-yjx-fxq,33.920724,-84.381741
24m-227@627-s8j-dn5,40.732905,-73.994536
223-2fs@8fc-f9x-yn5,29.71418,-95.397581
zzw-22x@8fc-ffd-nbk,29.780667,-95.537839
224-23n@8fc-fhr-9mk,29.750809,-95.501833
24q-222@5z5-3qy-mrk,34.03713,-118.255012
228-222@627-s4m-z9f,40.781896,-73.959755
zzy-225@627-s8z-q9f,40.653966,-73.944896
zzw-222@5vh-b8k-k4v,37.433963,-122.175389
23t-223@627-s8j-4qf,40.734335,-73.982566
269-222@627-s96-73q,40.709789,-73.963914
zzy-236@62j-sj4-n3q,42.351007,-71.069295
22d-222@627-s4f-ch5,40.85657,-73.968464
29z-22d@627-s6j-qcq,40.839569,-73.882457
2ds-222@627-s8r-qj9,40.759219,-73.965023
227-222@5z5-3qy-rx5,34.044435,-118.263082
22j-222@627-wh2-jsq,40.751798,-73.989317
222-222@63g-r4h-n89,37.566235,-77.362389
222-222@63s-dwf-wtv,39.904894,-75.238579
223-224@8fc-9vg-yjv,29.914377,-95.440291
zzw-224@5vg-7gt-8n5,37.785262,-122.395302
zzw-223@5vg-7gt-bff,37.793059,-122.401144
2b7-223@5vg-7gv-47q,37.787385,-122.408269
223-222@5z5-3rs-rc5,34.042106,-118.2365
22w-222@627-wdh-rrk,40.610585,-73.96073
238-262@62k-p4d-7wk,40.728242,-74.03767
236-222@627-s92-8n5,40.664606,-73.944561
22k-222@628-thh-5mk,40.213494,-74.747634
22v-223@8fw-5sz-hkf,25.730485,-80.239831
22f-223@627-w2k-6zf,40.526757,-74.414633
22g-23s@627-s8q-snq,40.761264,-73.973081
224-224@627-wbt-sqz,40.753627,-74.001729
227-22d@628-p77-v4v,40.059708,-74.990763
228-222@8fc-8v2-7nq,29.612125,-95.225972
242-224@5x4-4b5-dsq,47.608168,-122.339564
zzw-222@8fc-9v4-s3q,29.993809,-95.570804
zzy-222@5vh-bfk-p35,37.393499,-121.8918
224-222@5vh-7y5-6zf,37.488699,-122.231414
22b-247@5vg-7gv-4gk,37.78519,-122.406895
22t-22d@628-pmf-s3q,39.943719,-75.171596
zzy-226@8fc-r64-qxq,29.999175,-95.582536
23r-222@8fw-5my-py9,25.653119,-80.411331
223-223@8fw-77h-xt9,25.75636,-80.366416
223-222@5z4-zxg-5s5,33.978802,-118.372593
236-224@627-wdd-n89,40.601299,-74.001066
zzw-224@63r-tv4-789,38.643547,-77.295725
234-222@5z4-ztx-grk,34.045614,-118.43317
23b-224@5z4-zw8-fzz,34.056664,-118.424668
227-227@627-wgt-qzz,40.639999,-73.998718
22f-222@627-s8v-dy9,40.680749,-73.952317
222-224@8g7-48f-xh5,33.698125,-84.410465
222-27z@627-rw8-dgk,40.849103,-73.846938
223-23c@5z4-zvs-fcq,34.06372,-118.363868
zzy-23y@627-s8h-y35,40.742571,-73.989292
22x-25m@62j-sj3-p9z,42.34856,-71.083587
222-22g@5qv-x2v-w6k,32.815113,-96.809329
zzw-222@5vg-7vk-td9,37.880913,-122.297176
229-22y@628-pmf-hdv,39.954203,-75.171435
22h-222@5vg-94m-rhq,38.000535,-122.543209
22c-23b@63s-8zm-vxq,39.688522,-75.670999
223-26j@62j-sgh-btv,42.339652,-71.105427
zzy-222@5z6-43d-vfz,33.767217,-118.193162
zzw-22b@8fc-fhr-vcq,29.736144,-95.501363
225-22y@5qv-x2z-wx5,32.850448,-96.817289
222-222@5vg-9xm-f9f,37.691644,-121.774057
238-222@5qv-x2q-bhq,32.835397,-96.807266
224-229@5vg-7qt-68v,37.852254,-122.269139
22x-22g@5vg-94c-49z,38.01756,-122.537403
zzy-222@5vg-7fy-xkf,37.867188,-122.299085
zzy-22t@5qv-wy9-n5z,32.897051,-97.038686
25m-252@5vg-7h2-rx5,37.768121,-122.390803
222-224@8fw-23n-5mk,25.77817,-80.198594
225-222@63g-rd2-4qf,37.546143,-77.434549
222-222@8fw-5j8-nnq,25.683595,-80.445715
zzw-22b@628-pmb-75z,39.952108,-75.166119
222-222@627-s5x-f4v,40.878926,-73.911016
zzy-272@627-wc7-jn5,40.7141,-74.007681
222-225@5vg-7fs-dy9,37.791082,-122.240141
zzw-222@5pr-3qq-hkf,39.257437,-94.65206
222-223@8fc-8d7-sqz,29.732189,-95.292748
224-22j@627-s6t-vpv,40.908316,-74.033679
22f-224@5z4-zvj-gzf,34.041252,-118.458898
222-22c@8fw-5tt-qs5,25.684811,-80.333475
22m-222@5pr-6ff-3yv,38.982453,-94.606822
25n-222@5vg-7fg-575,37.800095,-122.271814
23q-222@627-s4n-tn5,40.776545,-73.95339
23q-229@5z6-3q9-skf,33.996366,-118.30958
222-233@8fc-fgb-ty9,29.785906,-95.445468
22c-223@627-s6j-3nq,40.852192,-73.893509
zzy-224@5vg-7qm-6kz,37.873789,-122.265497
zzy-222@5qv-x2v-pjv,32.807569,-96.796565
222-26s@8fw-77d-7wk,25.756686,-80.377479
222-2n4@628-tnv-g6k,40.495429,-74.449366
223-26j@62j-sgh-btv,42.339818,-71.105055
222-222@5vh-b5f-fs5,37.383993,-121.897577
222-5g9@62j-sgh-92k,42.337819,-71.104826
zzw-223@5vg-45g-4sq,38.123667,-122.25913
223-235@8fw-27m-tqf,25.791372,-80.213012
zzy-259@5vg-7yh-hbk,37.616934,-122.384214
2g5-23g@627-s8k-26k,40.752872,-73.98949
225-237@5z5-3qy-t5f,34.036859,-118.265578
223-2yr@628-pj9-d9z,40.036621,-75.143896
222-2kw@62j-shx-snq,42.36334,-71.06864
zzy-22d@5pr-36y-8jv,39.085834,-94.574471
zzw-222@5vh-b58-mzf,37.34963,-121.90757
222-235@5vh-b64-3dv,37.292684,-121.987999
225-222@8fc-8cf-6c5,29.80265,-95.218307
22d-23m@627-tzm-cwk,40.84232,-74.158782
225-226@5vg-7gq-swk,37.778577,-122.414808
223-2wy@628-pj9-d9z,40.0363,-75.142723
zzw-222@5vh-b8k-k4v,37.436478,-122.175145
zzw-222@8fw-5v8-92k,25.715891,-80.345189
23n-222@5qv-x2y-hh5,32.846974,-96.770693
226-22v@5z5-3r6-wp9,34.092901,-118.326384
22b-22v@627-s8n-6kz,40.76572,-73.955211
227-222@8fc-fcc-x5z,29.737707,-95.333314
228-228@8g7-485-975,33.768274,-84.350978
228-3p3@5z5-3p7-gff,34.09794,-118.290217
229-223@5x4-4xk-dd9,47.560868,-122.378735
zzw-223@8fc-f9x-nkf,29.708259,-95.394883
229-222@8fc-8cv-x89,29.683121,-95.27789
22d-222@5z5-3p5-2p9,34.116843,-118.263057
zzw-224@5qv-v8p-p9z,32.89562,-96.721428
238-222@8fc-9ry-tqf,29.987357,-95.501608
22d-3bd@5vg-833-2p9,37.76411,-122.457248
22j-222@627-wbv-d5f,40.766442,-73.98974
zzw-222@5qv-x3y-8qf,32.924854,-96.804663
222-224@8fw-26q-p9z,25.806002,-80.312681
zzw-222@5vg-7gs-5fz,37.781838,-122.436671
223-22d@5vg-9jg-8gk,37.937967,-122.026218
222-222@62k-ky8-c3q,41.785805,-71.950414
222-228@5z6-3cb-yn5,33.804532,-118.213076
22b-24d@627-wbn-835,40.738511,-74.027787
222-245@5vh-b57-s5z,37.36426,-121.904703
222-2hd@8fw-27n-2zf,25.791706,-80.215997
zzy-22c@5vh-8tp-gff,37.241115,-121.799223
zzw-222@5vh-b6x-sqz,37.312647,-121.933478
226-222@8g6-yjy-kmk,33.909202,-84.350383
228-25j@5z5-3qt-vmk,34.060489,-118.281155
23p-229@62j-shx-dgk,42.363585,-71.061938
222-255@5z5-3qs-ffz,34.04681,-118.263069
zzy-22v@5z5-3qt-qfz,34.060786,-118.303146
zzz-222@5qv-x4f-y5f,32.872111,-96.761181
zzy-249@627-s8r-ckf,40.752366,-73.978551
222-222@628-tjz-7bk,40.234441,-74.714525
222-22p@5pr-38v-975,39.178132,-94.556705
222-2yr@8fc-f9x-pd9,29.71407,-95.396631
224-224@5s7-b6x-v2k,43.468185,-85.978142
223-222@5pv-9v7-pgk,39.693302,-86.371717
223-222@5vg-9gn-3kf,37.985403,-122.036935
223-2wy@628-pj9-d9z,40.036589,-75.143626
223-226@628-pmb-fmk,39.945338,-75.155228
224-223@62j-shy-3bk,42.36287,-71.051007
224-25z@5x4-4b5-skf,47.609334,-122.328478
225-223@8g7-484-k9f,33.770769,-84.349543
225-225@627-wdh-qj9,40.609914,-73.956725
225-222@63g-rd2-4qf,37.53955,-77.429288
zzy-22b@8fw-23m-k4v,25.77813,-80.188664
22c-227@5vg-966-4qf,37.971197,-122.51858
226-24r@627-wc2-3dv,40.706096,-74.006505
229-226@627-smc-7t9,40.935187,-73.894423
229-227@5vg-7qm-v9f,37.870305,-122.272158
23j-222@8fc-f4b-g8v,29.7021,-95.518452
22b-222@5z5-3p7-66k,34.098308,-118.302253
zzw-222@5x4-48d-m8v,47.698355,-122.303459
244-222@5z4-zw3-5xq,34.062148,-118.414519
zzw-222@5vg-9jv-26k,37.962899,-122.060972
229-228@627-w95-xqz,40.725454,-74.067874
22g-223@5vg-7gw-fvf,37.790802,-122.422848
zzy-229@8g7-474-hyv,33.785926,-84.383698
22g-223@5z4-ztw-mx5,34.023201,-118.40584
223-22n@627-s8j-nqz,40.750419,-73.977887
22g-226@5vh-bdx-jn5,37.374085,-121.834913
22g-225@627-wh2-kj9,40.669232,-73.987228
222-228@627-rwx-y9z,40.846369,-73.844853
22s-2cv@627-s4n-6c5,40.773679,-73.960031
zzw-222@63s-8zf-wkz,39.681624,-75.69258
22t-226@5vg-7gq-fmk,37.776788,-122.423744
22v-222@627-vw3-t5f,40.661679,-74.227693
225-222@8fw-5k9-nkf,25.694196,-80.382812
22w-222@5vh-b7z-2hq,37.426454,-122.144593
224-225@627-s4g-45f,40.864326,-73.961686
23v-222@8fw-5tt-qmk,25.684923,-80.335686
26r-222@62j-shy-zcq,42.350242,-71.058552
22b-225@627-s8j-kvf,40.744968,-73.977961
22f-222@5z4-zvq-zvf,34.048333,-118.335782
227-222@5x4-4qz-5xq,47.554894,-122.269556
233-226@5qw-t3p-qcq,32.809188,-96.805372
23g-225@627-s7s-bzf,40.748517,-73.881879
zzy-226@628-pkk-w8v,39.926293,-75.095852
225-22y@5qv-x2z-wx5,32.85061,-96.816722
24b-223@5vh-7y8-q75,37.543529,-122.306437
22n-224@5z4-zwb-qj9,34.059068,-118.444776
zzw-223@5pr-6f5-y5f,39.058579,-94.610792
zzy-238@627-s8k-3h5,40.751101,-73.991927
22b-247@5vg-7gv-4gk,37.784876,-122.406993
22j-2kw@5z4-zw9-x5z,34.066416,-118.446241
22d-222@8fw-5tq-52k,25.749613,-80.250787
222-224@8dz-c5m-9mk,33.586195,-92.851015
zzw-222@8gn-3yx-zvf,31.998492,-87.300616
222-223@5vh-bbh-td9,37.400967,-122.109734
228-22k@5vh-bbp-9xq,37.369124,-122.079698
222-235@5qw-t3p-33q,32.774858,-96.804005
222-245@5vh-b57-s5z,37.363605,-121.904709
22r-223@627-vvn-jn5,40.583749,-74.085001
222-264@627-s8j-mc5,40.746306,-73.982548
222-222@627-s6w-h89,40.882919,-74.010635
222-33s@628-pmf-6x5,39.947843,-75.19271
222-2hd@8fw-27n-2zf,25.791741,-80.216745
223-222@8fc-fg9-r8v,29.79564,-95.483983
223-233@8fc-ffg-x89,29.781598,-95.520271
zzy-228@627-s7s-bzf,40.748079,-73.88233
223-223@5vh-b6z-mp9,37.323876,-121.952012
222-223@5vh-b4h-j9z,37.3644,-121.949829
222-224@5qw-t3p-389,32.775762,-96.809292
zzw-222@8g7-46r-7qz,33.754423,-84.372808
222-226@8fv-zqw-5cq,25.927209,-80.188606
zzy-222@8fc-fbp-zpv,29.699016,-95.34123
zzw-222@628-p7z-249,40.066915,-75.091983
254-223@8fw-23g-75z,25.766179,-80.189843
222-222@5pr-36y-99f,39.084575,-94.574557
222-2gk@5vg-7h2-6hq,37.766151,-122.39032
zzy-222@628-pny-7wk,39.941148,-75.116404
222-2g4@628-pmf-6c5,39.948299,-75.194455
223-226@63r-tvp-st9,38.639612,-77.293549
zzy-224@5qv-x3m-cyv,32.819292,-96.849309
224-4nw@628-pmf-6x5,39.949769,-75.193214
225-22s@627-wc7-rff,40.729046,-73.998307
225-222@5pr-3qg-nkf,39.246696,-94.605442
222-225@8fc-fgy-ysq,29.780088,-95.564379
222-22f@8fc-fbg-4vz,29.73961,-95.463482
zzw-222@8g6-yjy-kmk,33.909376,-84.347647
229-2j8@62j-sgh-bp9,42.33748,-71.107321
223-3fc@5vg-833-6hq,37.763163,-122.457886
224-268@62j-sgh-bff,42.335006,-71.108347
zzy-23d@8fw-23m-v9f,25.77357,-80.195378
224-4nw@628-pmf-6x5,39.949804,-75.194215
224-224@8fc-f3v-26k,29.656275,-95.524186
zzy-222@8fw-25r-6rk,25.787385,-80.380845
226-2sv@8fc-f9s-2kz,29.700199,-95.389289
227-22g@5vh-7y5-94v,37.484835,-122.225202
227-2gp@8g7-475-7wk,33.808021,-84.395162
223-222@5vh-9p9-5j9,37.546256,-121.987241
22d-222@5vh-bfh-g49,37.446499,-121.893687
26y-222@627-s8r-ckf,40.752156,-73.978973
226-2h8@627-wg7-r6k,40.655099,-73.912462
243-229@627-s8k-2rk,40.74826,-73.985353
223-22z@8fc-9t7-5mk,30.021622,-95.443926
225-22w@627-s6d-wff,40.841235,-73.94345
22h-222@5z4-ztx-8jv,34.041833,-118.441147
225-222@5qv-v83-mrk,32.912242,-96.73849
22v-224@8fc-fbg-8y9,29.742519,-95.446823
zzw-222@5vg-7y8-ckf,37.568021,-122.328203
zzw-224@8fc-f4b-r6k,29.705719,-95.504939
22h-223@8fc-fbf-x89,29.734894,-95.458482
222-222@8fw-77j-249,25.747284,-80.352809
232-222@62j-sjp-grk,42.334593,-71.073283
zzw-22h@5z4-ztx-y9z,34.033451,-118.451803
zzw-223@5pr-6f5-y5f,39.058075,-94.610485
25p-222@627-s8q-zs5,40.752926,-73.976135
222-227@5vg-94m-tjv,38.00791,-122.540983
2k2-224@8g7-479-x5z,33.778078,-84.385072
238-222@627-s8h-zmk,40.734595,-73.983719
